"m","log.like","AIC","BIC","MSPE","CT"
22,-3288.964,6621.927,6718.66,1.004482,21.25
22,-3004.334,6052.668,6149.401,1.06446,18.12
22,-3962.071,7968.142,8064.874,1.922521,16.4
22,-4023.316,8090.633,8187.365,2.171136,14.85
22,-3152.196,6348.391,6445.124,1.30784,20.36
22,-3536.227,7116.454,7213.186,1.274596,14.71
22,-3999.238,8042.477,8139.209,1.721935,17.66
22,-3673.804,7391.607,7488.34,1.531393,17.92
22,-3203.404,6450.808,6547.54,1.079682,14.69
22,-3309.195,6662.39,6759.122,1.550977,18.44
22,-3202.113,6448.227,6544.959,1.118882,22.42
22,-3964.866,7973.733,8070.465,1.646984,17.89
22,-3215.445,6474.89,6571.623,1.159925,20.36
22,-3805.547,7655.095,7751.827,1.604558,15.3
22,-3960.395,7964.791,8061.523,1.674806,19.47
22,-3431.277,6906.555,7003.287,1.283552,21.11
22,-3653.767,7351.534,7448.266,1.416113,15.53
22,-3674.297,7392.593,7489.326,1.338018,17.08
22,-3551.724,7147.449,7244.181,1.546239,24.59
22,-3344.443,6732.886,6829.618,1.348129,17.36
22,-4085.983,8215.966,8312.698,2.414783,14.98
22,-3120.106,6284.212,6380.944,1.383589,18.79
22,-2727.695,5499.391,5596.123,0.6511469,16.97
22,-3576.85,7197.7,7294.432,1.419546,17.68
22,-3121.811,6287.623,6384.355,0.9074051,22.33
22,-3316.257,6676.513,6773.246,1.487045,14.53
22,-4005.91,8055.82,8152.553,3.331163,14.8
22,-3940.848,7925.696,8022.428,1.816334,15.67
22,-3665.409,7374.819,7471.551,1.518964,19.02
22,-3828.068,7700.135,7796.868,1.667805,16.32
22,-3453.461,6950.922,7047.654,1.195601,14.33
22,-3378.147,6800.294,6897.027,1.228961,17.47
22,-3438.068,6920.135,7016.868,1.384401,16.33
22,-3604.842,7253.683,7350.416,1.126583,13.76
22,-2872.688,5789.376,5886.109,0.9689957,16.81
22,-3557.341,7158.681,7255.413,1.530368,18.99
22,-3650.047,7344.095,7440.827,1.41147,16.53
22,-2938.581,5921.161,6017.894,1.200946,17.67
22,-3658.009,7360.018,7456.75,1.543642,14.79
22,-3760.021,7564.042,7660.774,2.081351,14.78
22,-3782.715,7609.43,7706.162,1.898535,18.33
22,-3489.306,7022.611,7119.344,1.495282,14.75
22,-3768.668,7581.337,7678.069,2.055127,17.07
22,-3207.728,6459.456,6556.188,0.9659009,22.17
22,-3433.874,6911.748,7008.48,1.240265,15.57
22,-3265.805,6575.611,6672.343,1.308028,19.04
22,-3588.682,7221.364,7318.096,1.451928,19.4
22,-4062.071,8168.142,8264.874,2.043613,15.44
22,-3206.13,6456.26,6552.993,1.060091,23.53
22,-3315.642,6675.284,6772.017,0.9642927,16.38
22,-3796.58,7637.16,7733.893,1.644061,17.05
22,-3331.89,6707.78,6804.512,1.372748,20.8
22,-3690.802,7425.603,7522.336,1.379111,18
22,-3867.75,7779.5,7876.232,1.560704,15.58
22,-3332.586,6709.173,6805.905,1.268042,19.38
22,-3861.789,7767.578,7864.311,1.437256,16.24
22,-3979.01,8002.019,8098.752,2.13853,15.11
22,-3738.101,7520.202,7616.934,1.753487,17.64
22,-4125.958,8295.915,8392.648,1.767262,16.06
22,-4002.767,8049.533,8146.266,1.991999,15
22,-3694.364,7432.729,7529.461,1.669639,16.7
22,-3541.4,7126.799,7223.532,1.094617,15.62
22,-3498.938,7041.877,7138.609,1.351862,22.37
22,-3533.614,7111.229,7207.961,1.293336,21.61
22,-3776.981,7597.962,7694.695,1.369673,14.99
22,-3087.569,6219.138,6315.87,1.697743,18.95
22,-3206.084,6456.168,6552.9,0.8847478,20.13
22,-3699.125,7442.25,7538.982,1.405744,19.19
22,-3434.319,6912.639,7009.371,1.183,19.81
22,-3536.255,7116.509,7213.242,1.542729,15.03
22,-3520.659,7085.318,7182.051,1.078281,18.61
22,-3757.168,7558.335,7655.068,1.640222,18.14
22,-3873.953,7791.905,7888.638,1.470613,16.89
22,-3141.636,6327.273,6424.005,1.064519,18.74
22,-3759.619,7563.238,7659.971,1.473324,16.26
22,-3989.088,8022.175,8118.907,2.078492,16.54
22,-2888.106,5820.213,5916.945,1.608585,17.58
22,-3420.352,6884.705,6981.437,1.680208,19.27
22,-3108.974,6261.947,6358.68,0.8643025,21.85
22,-3532.514,7109.027,7205.759,1.202489,19.5
22,-3899.491,7842.983,7939.715,1.549059,19.84
22,-3339.125,6722.25,6818.982,1.179005,19.89
22,-3643.528,7331.056,7427.789,1.580144,14.75
22,-3324.903,6693.807,6790.539,1.31613,15.42
22,-3449.43,6942.86,7039.592,1.004978,13.81
22,-3351.323,6746.646,6843.379,1.671459,16.32
22,-3711.005,7466.01,7562.743,1.411765,17.29
22,-3331.346,6706.692,6803.424,1.207873,15.86
22,-3918.939,7881.879,7978.611,1.769853,16.1
22,-4026.956,8097.912,8194.645,1.776329,16.25
22,-3518.786,7081.573,7178.305,1.098165,19.35
22,-3366.016,6776.032,6872.765,1.258826,19.97
22,-3636.794,7317.589,7414.321,1.476406,18.33
22,-3843.857,7731.713,7828.446,2.28771,16.74
22,-3817.43,7678.861,7775.593,1.928711,25.24
22,-3492.098,7028.195,7124.928,1.617614,20.72
22,-3816.714,7677.428,7774.16,1.855317,15.72
22,-3911.734,7867.468,7964.2,1.646927,14.44
22,-3193.413,6430.826,6527.559,0.9677674,15.76
22,-3119.898,6283.796,6380.528,0.9214319,22.19
