"m","log.like","AIC","BIC","MSPE","CT"
21,-1926.985,3895.971,3973.75,1.31036,2.33
21,-2097.628,4237.256,4315.036,1.614338,2.22
21,-1958.229,3958.458,4036.237,1.61181,1.8
21,-1922.655,3887.309,3965.089,1.466743,1.78
21,-1905.634,3853.269,3931.048,2.096346,2.05
21,-2043.507,4129.015,4206.794,1.943754,1.88
21,-1493.822,3029.643,3107.422,0.8868163,1.92
21,-1577.942,3197.884,3275.664,0.8305608,2.03
21,-1873.554,3789.107,3866.887,1.478776,1.97
21,-2106.215,4254.43,4332.209,1.735687,2.07
21,-1634.727,3311.454,3389.233,1.445874,1.82
21,-1691.563,3425.127,3502.906,0.7258277,1.82
21,-1727.525,3497.05,3574.829,1.174903,2.04
21,-1788.509,3619.017,3696.797,1.29719,1.85
21,-1722.009,3486.018,3563.797,1.528751,1.94
21,-1732.943,3507.885,3585.665,1.285645,2.11
21,-1865.786,3773.572,3851.351,1.524332,1.89
21,-1971.79,3985.581,4063.36,1.43952,2.02
21,-1772.966,3587.932,3665.712,1.135682,1.75
21,-1671.706,3385.412,3463.191,0.9772226,1.95
21,-1994.182,4030.364,4108.144,1.660499,1.97
21,-1860.162,3762.323,3840.103,1.696107,1.79
21,-1721.58,3485.161,3562.94,0.8641057,1.95
21,-1941.789,3925.579,4003.358,1.686122,1.94
21,-1700.587,3443.174,3520.953,1.321545,2.09
21,-2054.507,4151.014,4228.793,2.088849,1.97
21,-1918.494,3878.988,3956.767,1.427516,1.92
21,-1942.021,3926.043,4003.822,1.457007,2.07
21,-2259.698,4561.396,4639.175,2.184927,1.99
21,-1671.207,3384.414,3462.194,0.803511,1.98
21,-1590.885,3223.77,3301.549,0.7216938,1.79
21,-2187.878,4417.756,4495.535,3.361148,1.94
21,-1722.095,3486.189,3563.969,1.330687,1.89
21,-1885.468,3812.937,3890.716,1.408128,1.94
21,-1414.434,2870.869,2948.648,0.9159324,1.86
21,-2101.89,4245.78,4323.559,2.040056,2.02
21,-1680.061,3402.122,3479.902,1.220645,1.76
21,-1899.44,3840.88,3918.659,1.457429,1.78
21,-1648.84,3339.681,3417.46,2.369243,1.94
21,-1767.18,3576.36,3654.139,1.22137,1.81
21,-1993.178,4028.356,4106.136,1.556854,2.1
21,-1905.589,3853.178,3930.957,1.227117,1.88
21,-1765.031,3572.063,3649.842,1.151183,1.96
21,-2031.953,4105.907,4183.686,1.897422,1.92
21,-1680.505,3403.01,3480.79,0.991854,2.17
21,-1804.794,3651.588,3729.367,1.275308,2
21,-1732.565,3507.129,3584.909,1.704259,2.02
21,-2072.455,4186.91,4264.689,1.730473,1.86
21,-2095.271,4232.542,4310.322,1.402201,2.1
21,-1788.615,3619.23,3697.009,1.110749,1.83
21,-1569.285,3180.569,3258.348,0.8788852,2.14
21,-1873.39,3788.78,3866.559,1.48188,2
21,-2016.327,4074.654,4152.434,1.846797,2.12
21,-1935.138,3912.276,3990.055,1.302182,1.83
21,-1857.077,3756.155,3833.934,1.370167,1.99
21,-1665.71,3373.42,3451.2,1.077427,2.1
21,-1787.715,3617.431,3695.21,1.192877,1.97
21,-1868.584,3779.169,3856.948,1.276581,2.05
21,-1893.213,3828.426,3906.205,2.332789,2.09
21,-1590.914,3223.828,3301.608,1.319848,1.94
21,-1403.146,2848.291,2926.07,1.181243,2.11
21,-2011.439,4064.877,4142.656,2.03292,1.94
21,-2050.035,4142.07,4219.85,2.073588,2.05
21,-1941.177,3924.353,4002.132,1.98298,2.15
21,-1450.658,2943.317,3021.096,0.6652741,2.07
21,-1780.827,3603.653,3681.433,0.8991711,1.92
21,-1537.871,3117.742,3195.522,1.161757,1.92
21,-2064.431,4170.862,4248.641,1.662603,2.17
21,-1918.046,3878.092,3955.872,1.86595,2.03
21,-2011.889,4065.779,4143.558,1.949531,1.94
21,-1655.704,3353.409,3431.188,1.481083,1.95
21,-1938.883,3919.766,3997.545,1.478428,2.09
21,-2034.721,4111.442,4189.222,1.258567,1.93
21,-1998.802,4039.604,4117.383,1.600781,2.01
21,-2000.74,4043.479,4121.259,1.715715,1.95
21,-1564.303,3170.605,3248.385,0.5236356,2.18
21,-1814.448,3670.896,3748.676,1.253318,1.93
21,-1861.314,3764.629,3842.408,1.213307,2.12
21,-1710.178,3462.356,3540.135,1.372502,1.77
21,-1951.665,3945.33,4023.109,1.586962,1.93
21,-1878.442,3798.884,3876.663,1.519088,2.02
21,-1724.831,3491.663,3569.442,0.8928768,1.99
21,-1836.931,3715.861,3793.641,1.33267,2.36
21,-1822.247,3686.494,3764.274,0.9981312,2.08
21,-2069.142,4180.284,4258.064,2.041905,2.1
21,-2131.002,4304.003,4381.783,2.857814,1.95
21,-1878.382,3798.764,3876.543,1.610925,1.99
21,-1998.447,4038.894,4116.673,2.150358,1.97
21,-2151.263,4344.526,4422.306,1.634089,1.99
21,-1756.08,3554.16,3631.939,1.217809,2.2
21,-2228.64,4499.28,4577.059,2.673272,1.86
21,-1835.399,3712.798,3790.578,1.256939,1.99
21,-2061.513,4165.026,4242.806,2.173551,1.72
21,-1947.263,3936.526,4014.305,1.401881,1.83
21,-1900.461,3842.923,3920.702,1.146526,2.14
21,-2040.009,4122.017,4199.797,2.183449,1.91
21,-1907.551,3857.103,3934.882,1.538821,1.93
21,-1924.273,3890.547,3968.326,1.903626,2.01
21,-1937.65,3917.3,3995.08,1.753586,2.17
21,-1845.882,3733.764,3811.544,1.140136,1.87
