"m","log.like","AIC","BIC","MSPE","CT"
20,-3336.242,6712.485,6800.424,1.653108,0.42
20,-3367.516,6775.033,6862.971,1.750649,0.43
20,-2824.903,5689.807,5777.745,1.258398,0.42
20,-3003.116,6046.231,6134.17,1.564202,0.44
20,-2353.126,4746.253,4834.191,0.8139824,0.43
20,-3166.308,6372.615,6460.554,1.48827,0.43
20,-2983.125,6006.25,6094.188,1.483205,0.58
20,-3010.264,6060.527,6148.466,1.765469,0.43
20,-3458.989,6957.977,7045.916,1.705293,0.42
20,-3490.383,7020.767,7108.705,2.154802,0.45
20,-2929.38,5898.76,5986.698,1.159186,0.4
20,-3182.803,6405.607,6493.545,1.732686,0.42
20,-3516.8,7073.6,7161.538,1.811421,0.44
20,-3487.353,7014.705,7102.644,2.092333,0.41
20,-3030.344,6100.688,6188.627,1.727118,0.44
20,-3169.603,6379.205,6467.144,1.224159,0.4
20,-2889.441,5818.882,5906.821,1.144373,0.42
20,-2717.283,5474.567,5562.505,1.033038,0.4
20,-3456.6,6953.2,7041.139,1.872798,0.41
20,-3021.069,6082.137,6170.076,0.8603772,0.44
20,-3200.629,6441.258,6529.196,1.313042,0.43
20,-3268.15,6576.301,6664.24,1.647031,0.45
20,-2996.41,6032.82,6120.758,1.38953,0.4
20,-3568.385,7176.77,7264.709,2.329489,0.39
20,-3361.285,6762.571,6850.509,1.757906,0.51
20,-2994.32,6028.639,6116.578,1.403092,0.42
20,-3475.745,6991.491,7079.429,2.237296,0.41
20,-3062.123,6164.246,6252.184,1.198874,0.38
20,-2727.972,5495.943,5583.882,1.469606,0.39
20,-3089.588,6219.177,6307.115,1.242384,0.41
20,-3455.516,6951.033,7038.971,1.549439,0.42
20,-3232.84,6505.68,6593.618,1.502174,0.41
20,-3430.301,6900.601,6988.54,1.888528,0.42
20,-2917.907,5875.815,5963.753,1.421495,0.39
20,-2804.652,5649.304,5737.242,1.416461,0.41
20,-2704.099,5448.197,5536.136,1.088437,0.39
20,-3493.02,7026.04,7113.979,1.762646,0.41
20,-2420.516,4881.032,4968.97,0.9059176,0.4
20,-3099.38,6238.76,6326.698,1.268906,0.41
20,-3591.888,7223.776,7311.714,1.966616,0.42
20,-3215.747,6471.493,6559.432,1.556677,0.41
20,-3061.225,6162.451,6250.389,1.389743,0.4
20,-2982.223,6004.446,6092.385,1.12679,0.4
20,-3362.159,6764.317,6852.256,1.809476,0.58
20,-3253.397,6546.795,6634.733,1.580411,0.39
20,-3299.354,6638.708,6726.647,1.393189,0.42
20,-3390.948,6821.897,6909.835,2.028328,0.39
20,-3504.667,7049.334,7137.273,1.787606,0.41
20,-3570.869,7181.738,7269.677,2.072411,0.39
20,-2912.161,5864.322,5952.26,1.520418,0.41
20,-3236.467,6512.933,6600.872,1.567539,0.39
20,-2874.993,5789.985,5877.924,1.168367,0.39
20,-2988.02,6016.041,6103.979,1.55697,0.41
20,-3423.077,6886.154,6974.092,1.92258,0.39
20,-3137.6,6315.2,6403.139,1.328173,0.42
20,-2758.066,5556.132,5644.071,1.258425,0.45
20,-2997.916,6035.832,6123.77,1.048756,0.41
20,-3672.841,7385.681,7473.62,2.466283,0.42
20,-3092.381,6224.762,6312.7,1.288483,0.42
20,-3099.494,6238.988,6326.927,1.257735,0.44
20,-3528.355,7096.71,7184.648,2.05799,0.42
20,-2912.61,5865.219,5953.158,1.192565,0.41
20,-3400.21,6840.42,6928.359,1.540352,0.4
20,-3076.939,6193.877,6281.816,1.557457,0.36
20,-3142.969,6325.938,6413.876,1.569541,0.39
20,-3377.443,6794.886,6882.824,1.866303,0.38
20,-2972.477,5984.954,6072.893,1.37865,0.44
20,-3414.565,6869.13,6957.069,1.798574,0.4
20,-3145.829,6331.658,6419.597,1.142639,0.36
20,-3199.452,6438.905,6526.843,1.391401,0.38
20,-3298.909,6637.818,6725.756,1.697684,0.41
20,-3204.128,6448.255,6536.194,1.309336,0.41
20,-2573.837,5187.675,5275.613,1.261911,0.42
20,-3244.282,6528.563,6616.502,1.612982,0.38
20,-3521.118,7082.237,7170.175,1.947023,0.41
20,-2905.992,5851.985,5939.923,1.449648,0.42
20,-3170.751,6381.502,6469.441,1.908502,0.37
20,-3194.012,6428.025,6515.963,1.436999,0.4
20,-3161.461,6362.922,6450.86,1.541239,0.42
20,-3091.321,6222.642,6310.581,1.245909,0.42
20,-3048.339,6136.677,6224.616,1.771984,0.41
20,-3177.506,6395.012,6482.95,1.423769,0.41
20,-3513.346,7066.692,7154.63,1.963176,0.42
20,-2902.096,5844.191,5932.13,1.681571,0.42
20,-2433.24,4906.48,4994.419,0.6387538,0.4
20,-3132.381,6304.761,6392.7,1.556132,0.4
20,-2471.137,4982.275,5070.213,0.7412745,0.41
20,-2947.591,5935.181,6023.12,1.477616,0.38
20,-3390.799,6821.597,6909.536,1.312724,0.41
20,-3166.573,6373.146,6461.084,1.496473,0.42
20,-2767.138,5574.276,5662.215,1.263355,0.41
20,-2849.134,5738.268,5826.206,0.7808705,0.41
20,-3460.677,6961.353,7049.292,1.779582,0.39
20,-3404.951,6849.903,6937.842,1.9478,0.74
20,-3150.569,6341.139,6429.077,1.335014,0.64
20,-3105.215,6250.431,6338.369,2.193895,0.71
20,-2701.158,5442.317,5530.256,0.8022884,0.58
20,-3141.788,6323.577,6411.515,1.347412,0.61
20,-3222.983,6485.965,6573.904,1.591084,0.62
20,-3282.063,6604.126,6692.064,1.724734,0.39
