"m","log.like","AIC","BIC","MSPE","CT"
21,-1164.326,2370.653,2448.432,1.425072,3.5052
21,-1532.006,3106.011,3183.791,1.221758,3.45
21,-1653.247,3348.494,3426.274,1.374243,3.7605
21,-1476.042,2994.085,3071.864,1.074265,3.6432
21,-1523.928,3089.857,3167.636,0.9807808,3.4569
21,-1613.57,3269.141,3346.92,1.746067,3.3396
21,-1766.662,3575.323,3653.103,1.541264,3.3396
21,-1816.936,3675.871,3753.65,1.768774,3.4362
21,-1753.794,3549.587,3627.367,1.588724,3.5259
21,-1667.677,3377.354,3455.134,1.353255,3.4293
21,-1348.718,2739.435,2817.215,1.237418,3.2568
21,-1401.177,2844.355,2922.134,1.037449,3.657
21,-1398.657,2839.314,2917.093,0.9427067,3.6432
21,-1572.498,3186.996,3264.776,1.139752,3.5328
21,-1482.22,3006.44,3084.219,1.195261,3.3741
21,-1664.01,3370.019,3447.799,1.496181,3.3396
21,-1574.573,3191.146,3268.925,1.072131,3.5604
21,-1439.407,2920.814,2998.593,1.801278,3.3327
21,-1859.923,3761.846,3839.626,2.205847,3.6501
21,-1569.191,3180.383,3258.162,1.23193,3.381
21,-1704.175,3450.351,3528.13,1.476603,3.6432
21,-1678.279,3398.557,3476.337,1.58138,3.5811
21,-1572.39,3186.779,3264.559,1.284758,3.5397
21,-1713.232,3468.464,3546.243,1.734404,3.6018
21,-1426.291,2894.583,2972.362,1.00594,3.4914
21,-1747.489,3536.978,3614.758,1.65881,3.4362
21,-1781.841,3605.682,3683.462,1.943843,3.7122
21,-1693.221,3428.442,3506.222,1.611767,3.5673
21,-1384.246,2810.492,2888.272,1.13065,3.4776
21,-1770.9,3583.8,3661.579,1.795565,3.7053
21,-1590.653,3223.306,3301.085,1.962059,3.4707
21,-1512.743,3067.485,3145.265,1.386966,3.5052
21,-1593.468,3228.936,3306.716,1.625658,3.6087
21,-1333.485,2708.971,2786.75,0.8089579,3.588
21,-1595.98,3233.96,3311.74,1.864471,3.5673
21,-1669.994,3381.988,3459.767,2.04936,3.4845
21,-1796.222,3634.445,3712.224,1.575254,3.312
21,-1778.783,3599.565,3677.345,1.375685,3.5466
21,-1688.68,3419.36,3497.14,1.544162,3.519
21,-1815.442,3672.884,3750.664,1.870668,3.5397
21,-1701.682,3445.364,3523.144,1.243568,3.4707
21,-1633.93,3309.86,3387.639,1.560608,3.6915
21,-1570.717,3183.434,3261.213,1.537874,3.2982
21,-1489.782,3021.565,3099.344,1.427031,3.5397
21,-1809.086,3660.172,3737.952,2.222389,3.5259
21,-1735.771,3513.541,3591.321,3.283993,3.726
21,-1646.885,3335.771,3413.55,1.817676,3.5466
21,-1726.705,3495.411,3573.19,2.01065,3.5949
21,-1514.166,3070.332,3148.112,1.074617,3.381
21,-1538.535,3119.07,3196.849,1.387535,3.6018
21,-1486.484,3014.967,3092.747,1.496853,3.6984
21,-1698.919,3439.838,3517.617,1.541741,3.8778
21,-1648.864,3339.728,3417.507,1.87468,4.2159
21,-1833.313,3708.626,3786.405,1.697047,4.0641
21,-1834.327,3710.654,3788.433,2.421256,4.5471
21,-1578.562,3199.123,3276.903,1.600124,3.4914
21,-1795.869,3633.737,3711.517,2.118512,3.3258
21,-1648.223,3338.446,3416.225,1.319543,3.3879
21,-1435.728,2913.457,2991.236,1.231924,3.6984
21,-1814.167,3670.334,3748.114,2.226973,3.3603
21,-1622.387,3286.773,3364.552,1.107065,3.5259
21,-1502.44,3046.879,3124.659,2.067497,3.6432
21,-1843.142,3728.284,3806.063,2.071813,3.6501
21,-1708.218,3458.437,3536.216,1.839324,3.3948
21,-1331.708,2705.416,2783.195,0.8559202,3.6432
21,-1603.152,3248.304,3326.083,1.230889,3.6363
21,-1741.07,3524.141,3601.92,1.843448,3.3672
21,-1743.662,3529.323,3607.102,1.795561,3.7674
21,-1773.4,3588.799,3666.578,1.729376,3.5328
21,-1856.328,3754.656,3832.436,2.149292,3.5742
21,-1833.749,3709.499,3787.278,2.122986,3.7191
21,-1587.381,3216.762,3294.542,1.379338,3.4914
21,-1674.446,3390.893,3468.672,1.625196,3.4983
21,-1348.814,2739.628,2817.407,0.7473386,3.4776
21,-1828.209,3698.419,3776.198,2.431618,3.3948
21,-1584.243,3210.486,3288.265,1.188292,3.3672
21,-1780.349,3602.697,3680.476,1.81938,3.9537
21,-1837.998,3717.996,3795.775,2.122096,3.4707
21,-1583.375,3208.75,3286.53,1.008568,3.5121
21,-1505.896,3053.792,3131.572,1.188981,3.6225
21,-1343.506,2729.011,2806.791,0.9619433,3.4914
21,-1705.307,3452.613,3530.393,2.117942,3.6501
21,-1483.348,3008.695,3086.475,1.532483,3.657
21,-1629.325,3300.65,3378.43,1.263094,3.5949
21,-1640.966,3323.932,3401.712,1.352822,3.5742
21,-1407.075,2856.15,2933.929,1.056932,3.6156
21,-1480.698,3003.395,3081.175,0.743419,3.5949
21,-1759.206,3560.413,3638.192,1.774023,3.5811
21,-1701.272,3444.545,3522.324,1.680165,3.5328
21,-1359.712,2761.424,2839.204,0.9720576,3.7398
21,-1643.264,3328.529,3406.308,1.380235,4.2228
21,-1597.365,3236.731,3314.51,1.38757,3.5397
21,-1563.932,3169.864,3247.644,2.116963,3.3672
21,-1764.07,3570.14,3647.919,1.823737,3.6225
21,-1671.982,3385.963,3463.743,1.857164,3.4983
21,-1540.14,3122.281,3200.06,1.156769,3.5397
21,-1622.549,3287.099,3364.878,1.355779,3.3603
21,-1866.102,3774.203,3851.983,2.229717,3.4224
21,-1621.799,3285.598,3363.378,1.328214,3.4776
21,-1664.509,3371.018,3448.797,1.401044,3.4776
