"m","log.like","AIC","BIC","MSPE","CT"
22,-3632.228,7308.455,7414.108,0.7030768,14.5
22,-4771.535,9587.071,9692.723,1.427702,29.73
22,-5255.352,10554.7,10660.36,1.927609,12.33
22,-4975.667,9995.333,10100.99,1.954942,12.38
22,-5298.319,10640.64,10746.29,1.912265,13.55
22,-4993.462,10030.92,10136.58,1.695827,12.88
22,-4423.96,8891.921,8997.573,0.988588,17
22,-4643.607,9331.214,9436.867,1.373395,12.64
22,-5020.743,10085.49,10191.14,2.076265,11.92
22,-4663.495,9370.989,9476.642,1.439632,12.52
22,-4767.863,9579.726,9685.379,1.563541,14.57
22,-4602.377,9248.753,9354.406,1.218704,15.82
22,-4636.528,9317.055,9422.708,1.265208,14.94
22,-4673.24,9390.48,9496.132,1.444145,12.8
22,-4790.137,9624.274,9729.926,1.383174,15.53
22,-4100.077,8244.154,8349.807,1.28963,13.23
22,-4418.418,8880.836,8986.488,1.240304,13.25
22,-4890.064,9824.128,9929.781,1.537151,12.72
22,-4115.715,8275.43,8381.083,0.90544,15.05
22,-4790.775,9625.55,9731.203,1.657775,13.65
22,-4742.975,9529.95,9635.602,1.584229,13.44
22,-4828.392,9700.783,9806.436,1.555565,13.83
22,-4969.116,9982.231,10087.88,1.984829,12.77
22,-4590.535,9225.071,9330.723,1.55514,12.28
22,-5017.244,10078.49,10184.14,1.584078,14.46
22,-4499.305,9042.61,9148.263,1.347591,14.37
22,-4315.401,8674.803,8780.455,0.8928464,14.81
22,-4584.757,9213.513,9319.166,1.447439,15.86
22,-5018.946,10081.89,10187.54,2.12938,12.89
22,-5111.969,10267.94,10373.59,1.750675,13.13
22,-3689.681,7423.362,7529.015,1.049013,19.82
22,-5138.307,10320.61,10426.27,1.793845,12.71
22,-4557.497,9158.994,9264.646,1.61459,12.98
22,-5001.016,10046.03,10151.69,2.084689,12.33
22,-4670.107,9384.214,9489.867,1.474799,14.31
22,-4780.063,9604.126,9709.779,1.572689,12.9
22,-4772.277,9588.554,9694.207,2.003003,11.96
22,-4692.586,9429.171,9534.824,1.390355,13.59
22,-5017.167,10078.33,10183.99,1.64951,13.24
22,-4973.824,9991.648,10097.3,1.552239,13.56
22,-4215.002,8474.005,8579.658,1.34615,12.25
22,-5005.951,10055.9,10161.55,2.235909,12.42
22,-4726.904,9497.809,9603.461,2.722976,12.55
22,-5000.993,10045.99,10151.64,1.490606,11.89
22,-4456.625,8957.249,9062.902,1.124741,12.5
22,-3268.442,6580.884,6686.537,1.114859,17.7
22,-4338.242,8720.485,8826.138,1.131285,13.84
22,-4616.375,9276.749,9382.402,1.795339,13.81
22,-4902.438,9848.877,9954.529,1.779701,12.08
22,-3172.013,6388.025,6493.678,0.6207541,17.42
22,-3953.36,7950.721,8056.374,1.360956,14.17
22,-4591.898,9227.797,9333.449,1.314684,14.84
22,-5169.555,10383.11,10488.76,1.816508,12.13
22,-4725.175,9494.35,9600.003,1.364978,12.71
22,-5212.673,10469.35,10575,2.002176,12.03
22,-5419.926,10883.85,10989.51,2.087948,12.08
22,-4691.313,9426.626,9532.278,1.682904,12.47
22,-4944.972,9933.945,10039.6,1.80617,12.5
22,-5125.928,10295.86,10401.51,1.93191,14.02
22,-5325.663,10695.33,10800.98,1.894096,12.36
22,-4925.124,9894.247,9999.9,1.367882,13.61
22,-5161.898,10367.8,10473.45,1.805896,12.75
22,-4418.068,8880.136,8985.789,1.182776,12.78
22,-4676.917,9397.835,9503.487,1.335272,13.49
22,-4493.667,9031.334,9136.987,1.233672,14.31
22,-5310.374,10664.75,10770.4,1.802647,12.44
22,-4518.04,9080.079,9185.732,1.25711,14.62
22,-4542.784,9129.569,9235.221,1.073183,13.84
22,-4582.557,9209.113,9314.766,1.360261,13.48
22,-4865.367,9774.733,9880.386,1.373342,13.17
22,-4715.519,9475.038,9580.691,1.357419,14.03
22,-4647.766,9339.533,9445.186,1.28694,12.89
22,-5005.094,10054.19,10159.84,1.66957,12.52
22,-3573.048,7190.095,7295.748,0.8445833,15.02
22,-3198.175,6440.351,6546.003,1.115099,14.56
22,-3995.865,8035.729,8141.382,0.7410905,14.55
22,-4981.017,10006.03,10111.69,1.803047,12.66
22,-4856.042,9756.084,9861.737,1.716322,12.21
22,-4863.217,9770.433,9876.086,1.743562,12.84
22,-5205.235,10454.47,10560.12,1.932775,12.81
22,-4657.119,9358.239,9463.891,1.588123,12.75
22,-4095.812,8235.624,8341.277,0.8972544,15.21
22,-4519.562,9083.125,9188.777,2.31468,12.36
22,-4514.073,9072.146,9177.799,1.249816,12.44
22,-4408.597,8861.194,8966.847,1.318458,14.3
22,-5157.488,10358.98,10464.63,2.070097,12.35
22,-4660.163,9364.327,9469.979,1.870917,15.42
22,-4105.476,8254.952,8360.605,1.014576,14.67
22,-4984.247,10012.49,10118.15,1.525949,19.36
22,-3581.556,7207.112,7312.765,0.7119735,41.58
22,-4854.087,9752.174,9857.827,1.405985,36.44
22,-4772.759,9589.519,9695.172,1.425498,29.51
22,-4876.369,9796.739,9902.391,1.716196,28.16
22,-4704.793,9453.587,9559.239,1.474273,22.81
22,-4557.599,9159.197,9264.85,1.276236,22.02
22,-4948.898,9941.795,10047.45,1.917416,17.67
22,-4479.754,9003.507,9109.16,4.46279,18.62
22,-4367.163,8778.325,8883.978,1.347123,22.81
22,-3661.919,7367.838,7473.49,0.7479086,21.61
22,-4680.397,9404.795,9510.447,1.298194,20.87
