"m","log.like","AIC","BIC","MSPE","CT"
21,-3417.701,6877.402,6969.737,1.002529,3.22
21,-3161.536,6365.072,6457.408,1.077808,2.65
21,-4195.933,8433.865,8526.201,1.874708,2.92
21,-4203.267,8448.534,8540.87,2.119427,3.17
21,-3416.385,6874.77,6967.106,1.268274,2.95
21,-3718.103,7478.206,7570.542,1.290677,3.09
21,-4130.445,8302.89,8395.225,1.62959,2.91
21,-3881.792,7805.583,7897.919,1.527681,2.99
21,-3382.896,6807.793,6900.128,1.092192,2.8
21,-3532.919,7107.838,7200.173,1.419246,3.09
21,-3726.713,7495.426,7587.761,1.239257,2.83
21,-4227.295,8496.59,8588.926,1.618881,3.06
21,-3374.782,6791.563,6883.899,1.120659,3.21
21,-3951.755,7945.51,8037.845,1.557366,3
21,-4178.83,8399.661,8491.996,1.652441,3.22
21,-3605.481,7252.963,7345.298,1.24453,2.99
21,-3882.711,7807.421,7899.757,1.429323,3.05
21,-3854.463,7750.926,7843.261,1.335265,2.95
21,-3733.586,7509.171,7601.507,1.541744,3.25
21,-3527.509,7097.017,7189.353,1.353373,3.03
21,-4252.949,8547.898,8640.234,2.347353,2.93
21,-3285.16,6612.319,6704.655,1.395407,2.8
21,-2900.114,5842.229,5934.564,0.5986826,2.81
21,-3831.066,7704.131,7796.467,1.408314,3.03
21,-3325.49,6692.98,6785.316,0.8847052,3.21
21,-3595.767,7233.534,7325.87,1.507435,2.67
21,-4224.819,8491.638,8583.973,3.009027,2.88
21,-4112.807,8267.613,8359.949,1.872284,3.17
21,-3797.324,7636.649,7728.985,1.503365,3
21,-4020.699,8083.399,8175.734,1.629113,3.01
21,-3703.939,7449.877,7542.213,1.18574,2.61
21,-3537.107,7116.213,7208.549,1.223221,2.87
21,-3660.326,7362.653,7454.989,1.370109,2.83
21,-3854.206,7750.412,7842.747,1.093279,2.58
21,-3013.365,6068.729,6161.065,0.9399761,2.91
21,-3767.909,7577.818,7670.153,1.410012,3.01
21,-3934.234,7910.469,8002.804,1.382221,2.81
21,-3146.128,6334.255,6426.591,1.151537,3.13
21,-3826.318,7694.636,7786.971,1.55746,2.92
21,-3963.325,7968.65,8060.986,2.019629,3.05
21,-3912.069,7866.138,7958.473,1.810929,2.85
21,-3623.863,7289.727,7382.062,1.446894,3
21,-3951.701,7945.403,8037.738,2.012073,3.03
21,-3401.146,6844.292,6936.627,0.958277,3.03
21,-3641.2,7324.399,7416.735,1.22918,3.04
21,-3446.106,6934.213,7026.549,1.303492,3.03
21,-3767.139,7576.278,7668.613,1.452546,3.28
21,-4258.451,8558.902,8651.237,2.047747,3.16
21,-3381.061,6804.122,6896.458,1.0636,3.08
21,-3508.477,7058.954,7151.29,0.957366,2.83
21,-3954.01,7950.02,8042.356,1.656903,3.17
21,-3598.034,7238.068,7330.404,1.378112,3.33
21,-3898.998,7839.996,7932.332,1.393064,3.03
21,-4030.881,8103.761,8196.097,1.565202,2.78
21,-3553.22,7148.44,7240.776,1.285947,3.03
21,-4036.009,8114.017,8206.353,1.42232,3.36
21,-4115.276,8272.552,8364.887,2.195515,3.06
21,-3927.439,7896.878,7989.214,1.712822,3.27
21,-4299.405,8640.811,8733.146,1.778363,3.16
21,-4184.263,8410.525,8502.861,1.928279,3.03
21,-3837.907,7717.813,7810.149,1.582068,3.14
21,-3736.904,7515.809,7608.144,1.185092,2.96
21,-3663.738,7369.475,7461.811,1.349974,2.92
21,-3730.467,7502.934,7595.269,1.27769,3.45
21,-4241.6,8525.199,8617.535,1.412606,3.11
21,-3343.101,6728.202,6820.537,1.697103,3.13
21,-3464.992,6971.985,7064.32,0.8836397,3
21,-3824.291,7690.583,7782.918,1.399146,3.05
21,-3664.142,7370.283,7462.619,1.162647,2.97
21,-3774.668,7591.337,7683.672,1.662608,3.08
21,-3750.738,7543.476,7635.811,1.087948,2.75
21,-3875.942,7793.883,7886.219,1.633382,2.95
21,-4061.595,8165.189,8257.525,1.437283,2.75
21,-3339.013,6720.025,6812.361,1.048061,3.33
21,-4108.062,8258.125,8350.46,1.466727,3
21,-4216.389,8474.779,8567.114,2.120312,3
21,-3076.787,6195.574,6287.909,1.624057,2.98
21,-3769.07,7580.14,7672.475,1.623889,3.22
21,-3384.547,6811.093,6903.429,0.8529409,3.03
21,-3811.721,7665.443,7757.778,1.195722,3.11
21,-4185.958,8413.916,8506.252,1.631155,3.17
21,-3549.091,7140.183,7232.518,1.140867,2.87
21,-3853.229,7748.458,7840.793,1.624103,2.74
21,-3536.938,7115.876,7208.211,1.843506,3.02
21,-3650.956,7343.912,7436.247,0.9505758,2.47
21,-3488.941,7019.881,7112.217,1.58442,3.27
21,-3923.562,7889.124,7981.459,1.410985,2.94
21,-3488.814,7019.629,7111.964,1.144742,2.97
21,-4106.466,8254.931,8347.267,1.761838,3.02
21,-4212.472,8466.944,8559.279,1.749401,3.1
21,-3717.822,7477.644,7569.98,1.092856,3.28
21,-3500.304,7042.607,7134.943,1.242681,3.29
21,-3813.374,7668.747,7761.083,1.405367,3.17
21,-4031.16,8104.321,8196.656,2.273266,3.01
21,-4053.602,8149.205,8241.54,1.904082,3.23
21,-3703.81,7449.621,7541.956,1.61534,2.89
21,-4008.823,8059.645,8151.981,1.84883,3
21,-4009.254,8060.508,8152.843,1.620011,2.75
21,-3534.069,7110.138,7202.474,0.9585872,2.97
21,-3232.406,6506.813,6599.148,0.9502967,2.82
