"m","log.like","AIC","BIC","MSPE","CT"
20,-1081.655,2203.31,2277.386,1.325441,0.3795
20,-1482.131,3004.263,3078.339,1.222522,0.4347
20,-1641.348,3322.696,3396.772,1.399791,0.3657
20,-1385.405,2810.81,2884.885,1.067931,0.3864
20,-1497.969,3035.938,3110.014,0.9932145,0.3795
20,-1551.061,3142.123,3216.198,1.722077,0.3657
20,-1696.224,3432.449,3506.525,1.568746,0.3588
20,-1744.509,3529.019,3603.095,1.763527,0.3795
20,-1689.181,3418.362,3492.438,1.621295,0.3657
20,-1661.873,3363.745,3437.821,1.394334,0.3864
20,-1337.26,2714.52,2788.596,1.316215,0.3243
20,-1387.453,2814.906,2888.982,1.061611,0.4002
20,-1337.866,2715.732,2789.808,0.9314166,0.3726
20,-1550.047,3140.094,3214.17,1.135896,0.3381
20,-1450.341,2940.683,3014.758,1.182019,0.3795
20,-1624.836,3289.673,3363.748,1.442248,0.3519
20,-1525.869,3091.738,3165.813,1.061542,0.3795
20,-1427.943,2895.885,2969.961,1.794083,0.345
20,-1764.902,3569.804,3643.879,2.217604,0.3864
20,-1404.766,2849.532,2923.608,1.233331,0.3657
20,-1612.22,3264.441,3338.517,1.379607,0.3726
20,-1590.759,3221.519,3295.594,1.547891,0.3795
20,-1536.873,3113.746,3187.822,1.292654,0.345
20,-1653.988,3347.977,3422.052,1.7339,0.3864
20,-1410.409,2860.817,2934.893,1.0253,0.3657
20,-1715.389,3470.779,3544.854,1.635392,0.3588
20,-1736.087,3512.173,3586.249,1.938907,0.3864
20,-1585.356,3210.713,3284.788,1.28511,0.3588
20,-1374.548,2789.095,2863.171,1.142748,0.3657
20,-1697.565,3435.129,3509.205,1.799207,0.4209
20,-1544.808,3129.616,3203.692,1.966914,0.3864
20,-1476.708,2993.417,3067.492,1.387903,0.3795
20,-1525.058,3090.115,3164.191,1.608062,0.3864
20,-1291.077,2622.153,2696.229,0.8049422,0.4071
20,-1549.593,3139.186,3213.261,1.936718,0.3795
20,-1640.942,3321.884,3395.959,2.099418,0.3795
20,-1764.304,3568.608,3642.683,1.603603,0.3726
20,-1742.269,3524.538,3598.614,1.409435,0.3519
20,-1660.164,3360.327,3434.403,1.576583,0.3588
20,-1761.527,3563.054,3637.13,1.859742,0.3795
20,-1658.777,3357.553,3431.629,1.217429,0.3657
20,-1591.79,3223.58,3297.656,1.543161,0.4071
20,-1506.122,3052.244,3126.32,1.556323,0.3657
20,-1471.064,2982.129,3056.204,1.439036,0.3519
20,-1744.678,3529.355,3603.431,2.352327,0.3864
20,-1667.126,3374.252,3448.327,3.203163,0.4416
20,-1624.242,3288.483,3362.559,1.813564,0.3795
20,-1680.689,3401.377,3475.453,1.982212,0.3657
20,-1478.126,2996.251,3070.327,1.160974,0.3726
20,-1510.69,3061.379,3135.455,1.552646,0.3519
20,-1449.309,2938.619,3012.694,1.525708,0.3588
20,-1631.739,3303.477,3377.553,1.582506,0.4347
20,-1601.174,3242.348,3316.424,1.874407,0.4071
20,-1716.721,3473.441,3547.517,1.87484,0.4416
20,-1797.652,3635.305,3709.38,2.400427,0.414
20,-1540.669,3121.337,3195.413,1.650207,0.3657
20,-1762.433,3564.866,3638.942,2.154478,0.3243
20,-1601.957,3243.915,3317.991,1.287219,0.3312
20,-1416.329,2872.658,2946.734,1.307968,0.3588
20,-1730.373,3500.746,3574.822,2.189468,0.3795
20,-1504.982,3049.964,3124.039,1.128382,0.3726
20,-1478.231,2996.461,3070.537,2.104075,0.3795
20,-1735.321,3510.641,3584.717,2.007328,0.3795
20,-1645.259,3330.519,3404.595,1.745778,0.3588
20,-1270.436,2580.873,2654.948,0.8744756,0.3864
20,-1528.145,3096.29,3170.366,1.234739,0.3795
20,-1680.05,3400.1,3474.176,1.908705,0.3312
20,-1726.195,3492.39,3566.465,1.797308,0.3657
20,-1658.173,3356.345,3430.421,1.480385,0.4002
20,-1821.167,3682.335,3756.41,2.113323,0.3657
20,-1755.722,3551.445,3625.521,2.007511,0.3519
20,-1559.628,3159.256,3233.332,1.282106,0.3588
20,-1635.717,3311.434,3385.51,1.572604,0.3933
20,-1293.164,2626.327,2700.403,0.7135511,0.3588
20,-1757.578,3555.156,3629.231,2.290499,0.3795
20,-1536.161,3112.323,3186.398,1.181082,0.345
20,-1747.101,3534.202,3608.278,1.845506,0.4002
20,-1794.463,3628.926,3703.002,2.072428,0.345
20,-1569.685,3179.37,3253.445,1.033262,0.345
20,-1480.229,3000.457,3074.533,1.196039,0.3933
20,-1289.769,2619.537,2693.613,0.9895023,0.3795
20,-1662.352,3364.704,3438.779,2.105974,0.3588
20,-1457.826,2955.652,3029.727,1.553572,0.5244
20,-1550.562,3141.124,3215.199,1.243305,0.4071
20,-1638.73,3317.461,3391.536,1.359667,0.3933
20,-1370.43,2780.86,2854.936,1.05423,0.3795
20,-1411.439,2862.879,2936.954,0.7420647,0.3381
20,-1735.759,3511.518,3585.594,1.771825,0.3657
20,-1666.99,3373.979,3448.055,1.631836,0.3795
20,-1314.786,2669.572,2743.648,0.9295428,0.4002
20,-1613.138,3266.276,3340.352,1.334083,0.3588
20,-1556.783,3153.566,3227.642,1.481705,0.3864
20,-1527.377,3094.754,3168.83,2.244488,0.3519
20,-1700.105,3440.21,3514.285,1.730437,0.3726
20,-1648.099,3336.197,3410.273,1.850519,0.3795
20,-1535.414,3110.828,3184.903,1.183975,0.3657
20,-1608.11,3256.22,3330.296,1.384041,0.345
20,-1839.525,3719.049,3793.125,2.201929,0.3933
20,-1526.174,3092.348,3166.424,1.286086,0.3864
20,-1612.277,3264.554,3338.63,1.423731,0.3864
