"m","log.like","AIC","BIC","MSPE","CT"
20,-1826.048,3692.095,3766.171,0.5416566,0.29
20,-1959.104,3958.208,4032.284,1.109753,0.33
20,-2143.865,4327.729,4401.805,1.141918,0.36
20,-1893.798,3827.596,3901.672,1.325117,0.32
20,-1973.371,3986.742,4060.818,0.9782272,0.38
20,-1880.456,3800.913,3874.988,1.114025,0.33
20,-2092.975,4225.95,4300.026,1.977578,0.31
20,-2090.892,4221.784,4295.859,1.386023,0.37
20,-2191.141,4422.282,4496.357,1.513008,0.32
20,-1904.684,3849.368,3923.444,1.387205,0.34
20,-2157.39,4354.78,4428.856,1.821826,0.34
20,-1820.288,3680.576,3754.652,0.688364,0.36
20,-1986.547,4013.095,4087.17,1.237135,0.35
20,-1543.375,3126.749,3200.825,0.9200817,0.22
20,-2309.605,4659.21,4733.286,1.696852,0.32
20,-1952.634,3945.268,4019.344,1.223924,0.34
20,-2082.037,4204.075,4278.15,1.809824,0.32
20,-2077.467,4194.934,4269.01,1.02068,0.43
20,-2246.494,4532.988,4607.064,2.652754,0.33
20,-1468.644,2977.289,3051.364,1.0805,0.25
20,-2162.926,4365.853,4439.929,1.632162,0.37
20,-1733.215,3506.429,3580.505,0.9151128,0.33
20,-1968.208,3976.416,4050.491,1.612126,0.36
20,-2264.32,4568.641,4642.716,1.902169,0.33
20,-2092.38,4224.76,4298.836,1.820573,0.37
20,-1964.861,3969.723,4043.798,1.986639,0.38
20,-2084.373,4208.747,4282.822,1.046864,0.34
20,-1963.946,3967.892,4041.968,2.424383,0.28
20,-2180.154,4400.309,4474.384,1.823,0.34
20,-2049.478,4138.956,4213.032,2.522364,0.36
20,-1947.915,3935.829,4009.905,1.508429,0.42
20,-2121.393,4282.786,4356.861,1.156536,0.38
20,-2118.228,4276.456,4350.532,1.307643,0.36
20,-2078.026,4196.053,4270.128,1.356082,0.42
20,-2013.781,4067.563,4141.638,1.758621,0.34
20,-2058.262,4156.524,4230.6,1.074218,0.37
20,-2186.329,4412.659,4486.734,2.384645,0.35
20,-2074.06,4188.119,4262.195,1.250834,0.36
20,-1831.323,3702.645,3776.721,1.120294,0.34
20,-1999.519,4039.037,4113.113,1.35625,0.41
20,-2029.305,4098.61,4172.686,1.009079,0.38
20,-2147.253,4334.506,4408.582,0.9842064,0.36
20,-2026.761,4093.523,4167.598,2.169971,0.35
20,-1983.411,4006.823,4080.899,1.403494,0.39
20,-2183.862,4407.725,4481.8,1.670026,0.35
20,-2068.379,4176.758,4250.834,1.817426,0.37
20,-1774.612,3589.223,3663.299,1.043082,0.33
20,-2104.385,4248.77,4322.846,1.763382,0.36
20,-1697.397,3434.793,3508.869,0.8658427,0.35
20,-1725.61,3491.221,3565.296,0.9431441,0.33
20,-1502.673,3045.346,3119.421,0.5678955,0.34
20,-2106.301,4252.602,4326.678,1.686866,0.38
20,-1991.652,4023.304,4097.38,2.283525,0.36
20,-1588.659,3217.317,3291.393,0.7637558,0.37
20,-2142.791,4325.582,4399.658,1.644514,0.39
20,-1828.213,3696.427,3770.503,1.237808,0.36
20,-2202.27,4444.539,4518.615,1.526288,0.31
20,-2132.2,4304.401,4378.476,2.342195,0.55
20,-1947.468,3934.935,4009.011,1.362739,0.36
20,-2188.141,4416.282,4490.358,2.378254,0.33
20,-1642.551,3325.102,3399.178,0.6873765,0.37
20,-2317.703,4675.406,4749.482,1.394683,0.36
20,-2092.562,4225.124,4299.199,1.291731,0.32
20,-2182.713,4405.426,4479.502,1.514688,0.4
20,-2208.62,4457.24,4531.316,1.68,0.36
20,-1852.248,3744.496,3818.571,1.302627,0.31
20,-1698.084,3436.168,3510.244,1.059435,0.33
20,-2338.137,4716.274,4790.35,1.779975,0.41
20,-1634.63,3309.26,3383.336,0.911065,0.36
20,-1869.018,3778.035,3852.111,1.208934,0.36
20,-2252.795,4545.589,4619.665,1.617538,0.37
20,-2046.653,4133.306,4207.381,1.672424,0.19
20,-1733.425,3506.85,3580.926,1.482206,0.41
20,-2085.085,4210.171,4284.246,1.262396,0.36
20,-1992.858,4025.717,4099.792,0.9455523,0.33
20,-2181.496,4402.992,4477.067,1.625666,0.36
20,-2186.167,4412.334,4486.409,1.496427,0.35
20,-2124.521,4289.042,4363.117,1.388418,0.3
20,-2079.104,4198.208,4272.284,1.677394,0.33
20,-1922.384,3884.768,3958.844,1.217175,0.36
20,-2036.93,4113.86,4187.936,1.286243,0.36
20,-2232.872,4505.743,4579.819,1.454218,0.35
20,-1867.413,3774.825,3848.901,1.222029,0.35
20,-2179.362,4398.725,4472.8,1.520046,0.36
20,-2197.188,4434.377,4508.452,2.328052,0.33
20,-2037.07,4114.139,4188.215,1.751804,0.33
20,-2062.15,4164.299,4238.375,2.039447,0.35
20,-2146.872,4333.743,4407.819,2.518694,0.39
20,-1495.934,3031.867,3105.943,0.9337995,0.36
20,-1635.787,3311.575,3385.65,0.777745,0.33
20,-1916.485,3872.971,3947.046,1.215837,0.41
20,-1956.251,3952.501,4026.577,1.891358,0.39
20,-2216.805,4473.609,4547.685,1.688912,0.37
20,-2217.11,4474.22,4548.296,1.450198,0.36
20,-2158.731,4357.463,4431.539,1.341823,0.44
20,-1952.477,3944.954,4019.03,1.915305,0.35
20,-1981.815,4003.629,4077.705,1.18925,0.4
20,-2012.167,4064.333,4138.409,1.275792,0.41
20,-2159.681,4359.363,4433.438,1.625203,0.35
20,-2227.709,4495.419,4569.495,1.512513,0.34
