"m","log.like","AIC","BIC","MSPE","CT"
20,-5929.248,11898.5,11994.54,1.012463,0.1909
20,-6913.32,13866.64,13962.69,2.257448,0.2075
20,-6327.266,12694.53,12790.58,1.524228,0.2075
20,-6215.766,12471.53,12567.58,1.192188,0.1743
20,-5745.584,11531.17,11627.22,1.233794,0.1992
20,-5807.054,11654.11,11750.16,1.301094,0.1909
20,-6462.617,12965.23,13061.28,1.72465,0.2324
20,-5752.532,11545.06,11641.11,0.8881704,0.2075
20,-6577.544,13195.09,13291.14,1.749745,0.2075
20,-6243.744,12527.49,12623.54,1.307275,0.1909
20,-6559.72,13159.44,13255.49,1.735767,0.2241
20,-6065.311,12170.62,12266.67,1.458149,0.2075
20,-6131.154,12302.31,12398.36,1.654738,0.2407
20,-6076.883,12193.77,12289.81,0.8982791,0.1992
20,-6431.206,12902.41,12998.46,2.002899,0.2075
20,-6054.729,12149.46,12245.51,1.739789,0.2075
20,-6636.313,13312.63,13408.67,1.833355,0.2822
20,-6147.656,12335.31,12431.36,1.384155,0.1909
20,-5678.156,11396.31,11492.36,1.272705,0.2075
20,-6490.505,13021.01,13117.06,1.92433,0.2075
20,-6336.214,12712.43,12808.48,1.665583,0.1909
20,-6029.04,12098.08,12194.13,1.131698,0.2075
20,-6020.099,12080.2,12176.25,1.539951,0.1743
20,-5768.742,11577.48,11673.53,1.157943,0.1992
20,-4626.834,9293.669,9389.717,0.7579317,0.1826
20,-5713.809,11467.62,11563.67,1.344615,0.2241
20,-6148.201,12336.4,12432.45,1.50687,0.2075
20,-6363.048,12766.1,12862.14,1.447553,0.2739
20,-5588.333,11216.67,11312.71,0.9435836,0.2075
20,-5748.884,11537.77,11633.82,1.633933,0.1826
20,-6579.192,13198.38,13294.43,1.659591,0.2158
20,-6125.978,12291.96,12388,1.264729,0.1909
20,-6776.351,13592.7,13688.75,1.890344,0.1826
20,-5794.131,11628.26,11724.31,1.07224,0.2075
20,-5625.496,11290.99,11387.04,1.331072,0.2075
20,-6330.833,12701.67,12797.71,1.215677,0.2241
20,-5077.751,10195.5,10291.55,0.8799469,0.2158
20,-6781.675,13603.35,13699.4,1.795519,0.1743
20,-6178.416,12396.83,12492.88,1.169263,0.1826
20,-6385.82,12811.64,12907.69,1.437861,0.1909
20,-6241.806,12523.61,12619.66,1.820677,0.2075
20,-6025.928,12091.86,12187.9,1.384786,0.2075
20,-5423.367,10886.73,10982.78,1.084814,0.1992
20,-6100.388,12240.78,12336.82,1.157519,0.1909
20,-5877.948,11795.9,11891.94,1.017951,0.1909
20,-6413.501,12867,12963.05,1.838975,0.166
20,-6234.528,12509.06,12605.1,1.327893,0.1992
20,-6134.316,12308.63,12404.68,1.206449,0.1909
20,-6219.937,12479.87,12575.92,1.302552,0.1909
20,-6014.907,12069.81,12165.86,1.453276,0.2075
20,-6659.33,13358.66,13454.71,1.611632,0.2075
20,-6474.885,12989.77,13085.82,1.202758,0.1909
20,-6782.967,13605.93,13701.98,1.977137,0.1743
20,-6343.998,12728,12824.04,1.528967,0.2158
20,-6786.102,13612.2,13708.25,1.725653,0.1992
20,-6265.606,12571.21,12667.26,1.54331,0.1992
20,-6671.413,13382.83,13478.87,1.834449,0.2324
20,-5853.921,11747.84,11843.89,1.018456,0.1909
20,-5424.321,10888.64,10984.69,0.9528506,0.166
20,-6561.992,13163.98,13260.03,2.147398,0.1909
20,-5379.737,10799.47,10895.52,0.96892,0.1743
20,-5998.279,12036.56,12132.61,1.325271,0.2075
20,-6240.238,12520.48,12616.52,1.330455,0.2822
20,-6248.669,12537.34,12633.39,2.402855,0.1743
20,-6311.148,12662.3,12758.34,1.580411,0.1992
20,-5974.278,11988.56,12084.6,1.339317,0.2075
20,-6444.397,12928.79,13024.84,1.645048,0.2075
20,-6391.676,12823.35,12919.4,1.375606,0.0913
20,-6083.926,12207.85,12303.9,1.128619,0.1826
20,-6176.128,12392.26,12488.3,1.242616,0.1826
20,-6570.128,13180.26,13276.3,1.53273,0.2075
20,-6063.399,12166.8,12262.85,1.633294,0.1909
20,-6335.181,12710.36,12806.41,1.268371,0.1162
20,-6560.821,13161.64,13257.69,1.973617,0.1992
20,-6202.519,12445.04,12541.09,1.326728,0.1743
20,-6059.413,12158.83,12254.87,1.22847,0.2075
20,-6008.942,12057.88,12153.93,1.482148,0.2158
20,-6424.159,12888.32,12984.37,1.513203,0.1826
20,-5201.86,10443.72,10539.77,0.8084807,0.2075
20,-6578.905,13197.81,13293.86,1.854482,0.2075
20,-5192.809,10425.62,10521.67,1.347542,0.249
20,-6228.351,12496.7,12592.75,1.344005,0.3486
20,-6809.977,13659.95,13756,1.559634,0.2075
20,-6097.666,12235.33,12331.38,1.353071,0.3071
20,-5642.484,11324.97,11421.02,0.964256,0.2739
20,-5956.297,11952.59,12048.64,1.315003,0.2822
20,-6424.542,12889.08,12985.13,1.310662,0.3154
20,-6326.214,12692.43,12788.48,1.644235,0.2822
20,-5478.206,10996.41,11092.46,1.123257,0.3403
20,-6303.213,12646.43,12742.47,1.447335,0.249
20,-6306.349,12652.7,12748.75,1.799817,0.3237
20,-6357.013,12754.03,12850.07,1.169795,0.3154
20,-6472.978,12985.96,13082,1.715184,0.2988
20,-5165.717,10371.43,10467.48,1.01794,0.2822
20,-6632.637,13305.27,13401.32,2.008316,0.2324
20,-6780.978,13601.96,13698,2.63996,0.249
20,-6624.072,13288.14,13384.19,1.910863,0.249
20,-5945.183,11930.37,12026.41,1.203534,0.249
20,-6402.413,12844.83,12940.87,1.722863,0.2739
20,-5936.734,11913.47,12009.52,1.155948,0.2988
