"m","log.like","AIC","BIC","MSPE","CT"
19,-6525.617,13089.23,13180.48,1.006211,0.1411
19,-7366.903,14771.81,14863.05,2.229706,0.1826
19,-6640.474,13318.95,13410.19,1.528556,0.1411
19,-6871.19,13780.38,13871.63,1.183093,0.166
19,-6243.086,12524.17,12615.42,1.255924,0.1577
19,-6198.123,12434.25,12525.49,1.266568,0.1743
19,-6824.935,13687.87,13779.11,1.751389,0.1909
19,-6087.578,12213.16,12304.4,0.9064449,0.1494
19,-6919.255,13876.51,13967.76,1.703341,0.1079
19,-6785.374,13608.75,13699.99,1.322013,0.1328
19,-6846.129,13730.26,13821.5,1.747511,0.166
19,-6445.436,12928.87,13020.12,1.44989,0.1826
19,-6593.361,13224.72,13315.97,1.661765,0.1826
19,-6371.525,12781.05,12872.3,0.8972396,0.166
19,-6861.582,13761.16,13852.41,2.030704,0.1577
19,-6469.112,12976.22,13067.47,1.737933,0.1743
19,-7053.174,14144.35,14235.59,1.781843,0.166
19,-6754.42,13546.84,13638.09,1.362622,0.1411
19,-6119.708,12277.42,12368.66,1.260459,0.1577
19,-6897.729,13833.46,13924.7,1.923124,0.1411
19,-6748.197,13534.39,13625.64,1.662397,0.166
19,-6621.191,13280.38,13371.63,1.160578,0.1494
19,-6515.751,13069.5,13160.75,1.550977,0.166
19,-6179.593,12397.19,12488.43,1.139764,0.1245
19,-5127.099,10292.2,10383.44,0.7556982,0.1411
19,-6041.279,12120.56,12211.8,1.342091,0.1826
19,-6459.614,12957.23,13048.47,1.507657,0.166
19,-6763.062,13564.12,13655.37,1.439208,0.166
19,-5980.058,11998.12,12089.36,0.9713279,0.1826
19,-6136.758,12311.52,12402.76,1.568902,0.1494
19,-6932.301,13902.6,13993.85,1.761208,0.1992
19,-6599.361,13236.72,13327.97,1.272706,0.1411
19,-7169.135,14376.27,14467.52,1.872423,0.0415
19,-6254.219,12546.44,12637.68,1.116292,0.1577
19,-5950.239,11938.48,12029.72,1.344238,0.1743
19,-6627.8,13293.6,13384.85,1.225764,0.1826
19,-5427.488,10892.98,10984.22,0.8897493,0.166
19,-7049.212,14136.42,14227.67,1.797007,0.1494
19,-6600.008,13238.02,13329.26,1.184043,0.1411
19,-6711.72,13461.44,13552.69,1.449538,0.1494
19,-6593.914,13225.83,13317.07,1.804682,0.1494
19,-6599.227,13236.45,13327.7,1.416257,0.1577
19,-5940.144,11918.29,12009.53,1.076605,0.1577
19,-6627.826,13293.65,13384.9,1.15876,0.1577
19,-6135.678,12309.36,12400.6,1.016914,0.1743
19,-6786.097,13610.19,13701.44,1.797791,0.1826
19,-6570.035,13178.07,13269.32,1.311147,0.166
19,-6704.195,13446.39,13537.64,1.196395,0.1826
19,-6513.211,13064.42,13155.67,1.317849,0.1411
19,-6369.735,12777.47,12868.71,1.4397,0.1577
19,-6948.419,13934.84,14026.08,1.638396,0.1992
19,-6821.168,13680.34,13771.58,1.205657,0.1577
19,-7331.828,14701.66,14792.9,2.130765,0.166
19,-6637.484,13312.97,13404.21,1.549078,0.1743
19,-7149.891,14337.78,14429.03,1.723624,0.1577
19,-6695.357,13428.71,13519.96,1.544634,0.1826
19,-7082.703,14203.41,14294.65,1.885944,0.2988
19,-6215.558,12469.12,12560.36,1.03783,0.1826
19,-5740.163,11518.33,11609.57,0.9275609,0.1411
19,-6993.044,14024.09,14115.33,2.23656,0.1743
19,-6178.078,12394.16,12485.4,0.989718,0.166
19,-6295.714,12629.43,12720.67,1.336102,0.1826
19,-6619.044,13276.09,13367.33,1.313368,0.1577
19,-6557.437,13152.87,13244.12,2.359578,0.1494
19,-6637.075,13312.15,13403.39,1.584739,0.1494
19,-6375.428,12788.86,12880.1,1.321107,0.1577
19,-6787.257,13612.51,13703.76,1.636329,0.1577
19,-6671.631,13381.26,13472.51,1.374768,0.1494
19,-6494.373,13026.75,13117.99,1.130672,0.1577
19,-6536.501,13111,13202.25,1.226765,0.1411
19,-6961.787,13961.57,14052.82,1.513918,0.1494
19,-6511.006,13060.01,13151.26,1.663028,0.166
19,-6695.272,13428.54,13519.79,1.250835,0.1743
19,-6906.251,13850.5,13941.75,1.943834,0.166
19,-6654.289,13346.58,13437.82,1.432373,0.1328
19,-6452.123,12942.25,13033.49,1.252697,0.166
19,-6467.021,12972.04,13063.29,1.460401,0.1494
19,-6760.763,13559.53,13650.77,1.518419,0.166
19,-5539.514,11117.03,11208.27,0.8085341,0.1577
19,-7061.496,14160.99,14252.24,1.845683,0.1743
19,-5529.893,11097.79,11189.03,1.346458,0.1909
19,-6713.291,13464.58,13555.83,1.363087,0.2241
19,-7259.211,14556.42,14647.67,1.583826,0.1909
19,-6438.61,12915.22,13006.47,1.345951,0.2158
19,-6178.558,12395.12,12486.36,0.9863952,0.2075
19,-6366.386,12770.77,12862.02,1.27802,0.2075
19,-6825.236,13688.47,13779.72,1.332275,0.2573
19,-6657.063,13352.13,13443.37,1.622475,0.2158
19,-6138.567,12315.13,12406.38,1.126487,0.2324
19,-6753.231,13544.46,13635.71,1.443916,0.2075
19,-6644.269,13326.54,13417.78,1.797066,0.2158
19,-6694.424,13426.85,13518.09,1.190882,0.1577
19,-6759.614,13557.23,13648.47,1.73413,0.2324
19,-5566.249,11170.5,11261.74,1.034859,0.2739
19,-7019.81,14077.62,14168.87,2.030573,0.1826
19,-7090.45,14218.9,14310.15,2.612094,0.3735
19,-7013.818,14065.64,14156.88,1.936778,0.2324
19,-6275.772,12589.54,12680.79,1.193467,0.2407
19,-6755.6,13549.2,13640.45,1.751796,0.2075
19,-6259.027,12556.05,12647.3,1.148542,0.2656
