"m","log.like","AIC","BIC","MSPE","CT"
22,-5157.102,10358.2,10463.86,1.192423,13.21
22,-5925.997,11895.99,12001.65,1.978712,11.76
22,-5225.512,10495.02,10600.68,1.868445,13.23
22,-5922.733,11889.47,11995.12,1.589017,11.92
22,-5564.712,11173.42,11279.08,1.537415,12.06
22,-5413.639,10871.28,10976.93,1.549687,15.66
22,-4697.564,9439.127,9544.78,1.24209,12.44
22,-5109.213,10262.43,10368.08,1.191496,12.19
22,-5500.738,11045.48,11151.13,1.454317,11.84
22,-5306.261,10656.52,10762.17,1.391123,13.92
22,-5147.641,10339.28,10444.94,1.257571,12.9
22,-4781.746,9607.491,9713.144,1.522285,14.75
22,-3877.872,7799.745,7905.398,0.5588523,14.5
22,-5849.192,11742.38,11848.04,1.841647,12.13
22,-5584.604,11213.21,11318.86,1.620873,11.43
22,-4307.371,8658.741,8764.394,0.7375259,14.84
22,-4947.87,9939.74,10045.39,1.323534,12.51
22,-5935.326,11914.65,12020.3,1.570731,13.41
22,-5636.727,11317.45,11423.11,1.75812,14.13
22,-5560.742,11165.48,11271.14,1.737813,11.76
22,-5436.459,10916.92,11022.57,1.647906,13.07
22,-3947.379,7938.757,8044.41,0.6509429,12.78
22,-5099.288,10242.58,10348.23,1.443966,14.33
22,-5396.704,10837.41,10943.06,1.680146,13.46
22,-5760.198,11564.4,11670.05,1.95537,12.17
22,-5266.581,10577.16,10682.81,1.425658,14.17
22,-5207.456,10458.91,10564.56,1.132564,15.53
22,-5390.249,10824.5,10930.15,1.416921,12.82
22,-5411.91,10867.82,10973.47,1.537996,13.92
22,-4629.894,9303.787,9409.44,0.9048341,12.68
22,-5441.898,10927.8,11033.45,1.324472,12.26
22,-5878.595,11801.19,11906.84,1.844908,12.04
22,-4516.251,9076.502,9182.155,1.19611,12.47
22,-4831.926,9707.853,9813.506,0.958899,13.1
22,-5466.476,10976.95,11082.6,1.477235,11.78
22,-5659.107,11362.21,11467.87,1.54076,13.08
22,-5020.619,10085.24,10190.89,1.132027,13.86
22,-4813.651,9671.303,9776.955,1.10724,13.35
22,-5233.506,10511.01,10616.66,1.331785,13.06
22,-5402.977,10849.95,10955.61,1.730738,13.14
22,-3839.099,7722.198,7827.851,1.070988,14.73
22,-5795.402,11634.8,11740.46,1.60937,11.75
22,-5482.98,11009.96,11115.61,1.559084,12.36
22,-5794.119,11632.24,11737.89,1.976755,12.48
22,-5072.71,10189.42,10295.07,1.847187,12.12
22,-6158.858,12361.72,12467.37,2.156569,11.48
22,-5359.783,10763.57,10869.22,1.568813,13.17
22,-4647.222,9338.445,9444.098,0.8677768,14.27
22,-4950.432,9944.864,10050.52,1.264755,13.43
22,-5545.419,11134.84,11240.49,1.383631,13.39
22,-4777.795,9599.589,9705.242,1.265934,11.95
22,-4894.725,9833.45,9939.102,1.102733,14.06
22,-4969.302,9982.605,10088.26,1.238108,12.46
22,-5546.075,11136.15,11241.8,1.494793,12.59
22,-4540.753,9125.506,9231.159,1.527999,12.6
22,-4969.058,9982.116,10087.77,1.033729,13.95
22,-4644.556,9333.113,9438.765,0.8843634,14.14
22,-5198.396,10440.79,10546.45,1.416417,12.3
22,-6261.292,12566.58,12672.24,2.272728,11.81
22,-5574.149,11192.3,11297.95,1.511938,13.48
22,-6027.245,12098.49,12204.14,1.928958,12.23
22,-5215.366,10474.73,10580.38,1.242791,16.92
22,-5335.772,10715.54,10821.2,1.23267,12.56
22,-5306.742,10657.48,10763.14,1.424414,12.36
22,-5772.323,11588.65,11694.3,2.031586,12.23
22,-5551.996,11147.99,11253.65,1.597764,11.7
22,-5575.302,11194.6,11300.26,1.559601,15.1
22,-5125.405,10294.81,10400.46,1.290208,12.22
22,-5716.194,11476.39,11582.04,1.791842,11.67
22,-5041.132,10126.26,10231.92,2.356376,12.08
22,-4766.056,9576.112,9681.765,1.169654,13.01
22,-5294.692,10633.38,10739.04,1.510679,13.48
22,-4406.825,8857.65,8963.303,0.9730181,17.18
22,-5234.772,10513.54,10619.2,1.538029,12.68
22,-5673.562,11391.12,11496.78,1.938165,12.7
22,-5553.027,11150.05,11255.71,1.399541,11.72
22,-5433.612,10911.22,11016.88,1.589028,13.33
22,-5875.026,11794.05,11899.71,1.613263,12.06
22,-5553.051,11150.1,11255.75,1.472901,12.88
22,-5158.091,10360.18,10465.84,1.281668,28.56
22,-5139.489,10322.98,10428.63,1.552133,13.66
22,-5408.489,10860.98,10966.63,1.417906,11.17
22,-5338.087,10720.17,10825.83,1.435674,14.13
22,-5015.685,10075.37,10181.02,1.022267,12.2
22,-4556.755,9157.51,9263.162,1.167879,12.6
22,-3833.077,7710.154,7815.807,1.219839,14.7
22,-5761.777,11567.55,11673.21,2.329807,11.72
22,-5899.287,11842.57,11948.23,1.684188,10.71
22,-5296.121,10636.24,10741.89,1.382552,12.29
22,-5711.207,11466.41,11572.07,1.4987,10.99
22,-5171.654,10387.31,10492.96,1.507351,11.44
22,-5723.243,11490.49,11596.14,1.673046,11.41
22,-4355.456,8754.911,8860.564,0.6849798,15.37
22,-5551.705,11147.41,11253.06,1.840449,10.95
22,-5754.712,11553.42,11659.08,1.737838,11.44
22,-5414.283,10872.57,10978.22,1.64043,12.38
22,-5949.264,11942.53,12048.18,1.799307,10.81
22,-5548.664,11141.33,11246.98,2.04705,11.58
22,-5743.856,11531.71,11637.36,1.72822,11.23
22,-5369.983,10783.97,10889.62,1.495536,10.94
