"m","log.like","AIC","BIC","MSPE","CT"
22,-3599.668,7243.335,7348.988,0.6861856,2523.55
22,-4764.182,9572.365,9678.018,1.342652,2533.75
22,-5237.713,10519.43,10625.08,1.85417,4262.31
22,-4961.076,9966.152,10071.8,1.987436,4924
22,-5283.906,10611.81,10717.46,1.89613,2633.75
22,-4981.485,10006.97,10112.62,1.660286,4237.05
22,-4412.063,8868.127,8973.78,0.9503504,5203.83
22,-4628.636,9301.272,9406.924,1.291394,4268.2
22,-5017.083,10078.17,10183.82,2.17869,4236.88
22,-4651.09,9346.18,9451.833,1.364845,4241.72
22,-4759.16,9562.32,9667.973,1.527162,1675.61
22,-4571.812,9187.624,9293.276,1.151537,2408.25
22,-4631.148,9306.295,9411.948,1.191479,3140.57
22,-4666.288,9376.575,9482.228,1.386345,4255.88
22,-4755.865,9555.73,9661.382,1.447856,4228.52
22,-4089.203,8222.407,8328.06,1.26435,2356.59
22,-4409.456,8862.913,8968.565,1.20417,4423.52
22,-4884.607,9813.213,9918.866,1.519314,4706.67
22,-4100.372,8244.744,8350.397,0.857786,5164.48
22,-4722.04,9488.081,9593.734,1.70376,3386.21
22,-4709.945,9463.891,9569.543,1.627859,2722.8
22,-4814.175,9672.35,9778.003,1.50768,4918.35
22,-4950.874,9945.748,10051.4,1.9469,3461.22
22,-4561.472,9166.943,9272.596,1.511146,2481.09
22,-4936.009,9916.017,10021.67,1.467653,3540.35
22,-4490.749,9025.498,9131.15,1.342054,3262.47
22,-4286.156,8616.313,8721.965,0.8851644,3696.89
22,-4568.911,9181.821,9287.474,1.385308,2528.15
22,-5009.674,10063.35,10169,2.097991,4307.81
22,-5096.239,10236.48,10342.13,1.722303,4527.47
22,-3638.018,7320.037,7425.689,1.01944,3559.5
22,-5118.983,10281.97,10387.62,1.719416,4249.65
22,-4542.166,9128.332,9233.985,1.558347,3046.95
22,-4981.433,10006.87,10112.52,2.025692,4236.86
22,-4646.514,9337.027,9442.68,1.460904,4185.68
22,-4720.143,9484.287,9589.94,1.51391,2691.42
22,-4746.547,9537.094,9642.747,2.141491,3292.29
22,-4668.964,9381.928,9487.58,1.366421,5048.63
22,-4997.874,10039.75,10145.4,1.598707,4214.53
22,-4975.01,9994.02,10099.67,1.538126,5147.05
22,-4203.038,8450.076,8555.729,1.295635,5009.44
22,-4997.568,10039.14,10144.79,2.088998,2805.09
22,-4646.656,9337.312,9442.964,2.693804,3421.3
22,-4991.523,10027.05,10132.7,1.432244,4450.06
22,-4430.786,8905.573,9011.225,1.068511,5131.82
22,-3209.695,6463.389,6569.042,1.046757,5139.69
22,-4319.836,8683.671,8789.324,1.128084,5149.41
22,-4586.905,9217.809,9323.462,1.669102,4269.93
22,-4893.806,9831.612,9937.265,1.731224,4658.09
22,-3131.013,6306.026,6411.679,0.6009683,2956.69
22,-3889.044,7822.089,7927.742,1.377335,4555.34
22,-4384.111,8812.223,8917.875,1.158494,5119.99
22,-5158.182,10360.36,10466.02,1.688648,4243.64
22,-4699.611,9443.222,9548.875,1.289911,4288.5
22,-5204.103,10452.21,10557.86,1.943479,4240.94
22,-5412.156,10868.31,10973.97,1.986068,4242.19
22,-4684.082,9412.165,9517.817,1.609755,5184.51
22,-4925.123,9894.246,9999.899,1.783532,4745.46
22,-5114.391,10272.78,10378.44,1.787534,1998.03
22,-5310.304,10664.61,10770.26,1.838072,4215.52
22,-4900.512,9845.024,9950.677,1.340875,3606.73
22,-5150.669,10345.34,10450.99,1.7825,4354.82
22,-4399.458,8842.916,8948.568,1.145804,4271.57
22,-4645.927,9335.854,9441.506,1.338586,2376.08
22,-4471.09,8986.18,9091.833,1.201667,5182.26
22,-5293.198,10630.4,10736.05,1.756028,4234.37
22,-4515.563,9075.127,9180.78,1.200083,3224.95
22,-4487.89,9019.78,9125.433,1.042429,3632.85
22,-4574.518,9193.036,9298.689,1.257442,3304.13
22,-4860.115,9764.229,9869.882,1.315591,2406.82
22,-4703.932,9451.864,9557.517,1.251064,4588.81
22,-4643.857,9331.714,9437.367,1.233473,2675.3
22,-4999.661,10043.32,10148.97,1.616369,4244.95
22,-3522.934,7089.868,7195.521,0.8048343,3643.2
22,-3123.428,6290.856,6396.509,1.036007,5162.75
22,-3951.73,7947.461,8053.113,0.7445888,2960.73
22,-4968.933,9981.866,10087.52,1.820456,3205.09
22,-4838.098,9720.197,9825.85,1.662429,4221.14
22,-4845.8,9735.599,9841.252,1.684022,3755.49
22,-5191.934,10427.87,10533.52,1.880141,4302.58
22,-4648.601,9341.202,9446.855,1.575221,3834.56
22,-4049.778,8143.557,8249.209,0.8801296,4514.1
22,-4502.632,9049.263,9154.916,2.256749,4715.93
22,-4492.687,9029.373,9135.026,1.256677,4624.68
22,-4396.735,8837.469,8943.122,1.295505,2255.28
22,-5144.297,10332.59,10438.25,1.985805,4369.32
22,-4653.621,9351.243,9456.895,1.823573,5195.11
22,-4074.021,8192.042,8297.695,0.9677082,3392.44
22,-4983.859,10011.72,10117.37,1.467697,5975.25
22,-3539.38,7122.761,7228.414,0.6479953,9846.06
22,-4854.525,9753.051,9858.703,1.409377,5098.17
22,-4757.365,9558.731,9664.383,1.45511,7624.93
22,-4851.15,9746.301,9851.953,1.706344,8220.81
22,-4676.402,9396.805,9502.458,1.401617,5173.99
22,-4541.249,9126.499,9232.152,1.216169,6084.31
22,-4942.481,9928.963,10034.62,1.846543,5603.51
22,-4435.826,8915.653,9021.305,4.507724,4550.39
22,-4343.652,8731.303,8836.956,1.303558,6635.71
22,-3651.983,7347.967,7453.62,0.703678,7005.47
22,-4626.873,9297.746,9403.399,1.291657,4499.39
