"m","log.like","AIC","BIC","MSPE","CT"
22,-4560.046,9164.092,9260.824,1.909321,2616.6732
22,-4493.818,9031.636,9128.368,2.583789,3139.9416
22,-3645.278,7334.555,7431.288,1.103147,3138.7686
22,-4282.428,8608.855,8705.588,1.62925,3128.2875
22,-4137.183,8318.367,8415.099,1.373612,3222.2103
22,-4187.92,8419.84,8516.573,1.340183,3351.0816
22,-4651.224,9346.448,9443.18,2.241715,3374.5416
22,-4330.899,8705.799,8802.531,1.387238,3348.4596
22,-4106.407,8256.815,8353.547,1.753836,3520.4214
22,-4300.871,8645.742,8742.474,1.881357,3405.3777
22,-4275.885,8595.769,8692.502,1.895998,3468.3609
22,-3559.1,7162.199,7258.932,1.320124,3580.4514
22,-3818.274,7680.548,7777.281,1.626557,3605.3466
22,-3924.009,7892.018,7988.751,0.956456,3311.5791
22,-4297.118,8638.236,8734.968,1.497213,3259.2357
22,-4148.971,8341.942,8438.675,1.037846,3437.0487
22,-4570.335,9184.67,9281.402,1.902558,1889.1165
22,-3943.454,7930.908,8027.641,1.058723,3279.3699
22,-4113.532,8271.064,8367.797,1.588023,2223.0903
22,-4070.329,8184.658,8281.391,1.054002,1606.32
22,-4040.851,8125.702,8222.434,1.228999,3779.6337
22,-3839.219,7722.438,7819.171,1.51661,3238.2045
22,-3651.026,7346.053,7442.785,1.401328,3459.8256
22,-3307.7,6659.399,6756.132,0.6666174,3545.8686
22,-3324.393,6692.786,6789.519,0.9801149,3251.8941
22,-4437.762,8919.523,9016.256,2.241155,3644.0418
22,-4258.062,8560.124,8656.856,2.250081,4258.1418
22,-4299.37,8642.74,8739.472,1.624335,2869.6341
22,-3099.666,6243.333,6340.065,0.9039461,4428.6546
22,-3823.339,7690.678,7787.41,0.9487557,2387.8278
22,-3758.855,7561.71,7658.442,0.7809331,2167.1589
22,-3598.697,7241.393,7338.126,0.9505975,3190.8291
22,-4373.452,8790.903,8887.636,1.967894,3094.9674
22,-3742.92,7529.839,7626.572,1.042156,2996.4078
22,-4177.953,8399.907,8496.639,1.349386,2989.5009
22,-3680.585,7405.17,7501.903,0.9874794,1472.46
22,-3738.598,7521.196,7617.928,1.357675,3126.9213
22,-4081.844,8207.687,8304.42,1.403324,2984.9952
22,-4034.927,8113.854,8210.587,2.872851,3185.9577
22,-4682.522,9409.044,9505.777,1.931962,3176.1804
22,-3719.569,7483.139,7579.871,1.136147,3204.2427
22,-4283.678,8611.357,8708.089,2.309765,3213.8889
22,-3889.15,7822.301,7919.033,1.262634,1560.159
22,-4463.562,8971.123,9067.856,1.685832,3306.8871
22,-3960.17,7964.339,8061.072,1.00196,4445.7666
22,-3873.39,7790.78,7887.513,1.327633,4235.5305
22,-3996.329,8036.659,8133.391,1.629062,3217.1112
22,-3870.007,7784.013,7880.746,1.763595,3324.3993
22,-3802.878,7649.757,7746.489,1.114098,3250.5348
22,-4060.73,8165.46,8262.192,1.280225,3556.5636
22,-3939.384,7922.768,8019.501,1.584235,3994.0236
22,-4242.776,8529.551,8626.284,1.639401,2478.5007
22,-3277.747,6599.495,6696.227,0.596683,2357.9094
22,-4272.757,8589.515,8686.247,2.029942,2092.5561
22,-3610.138,7264.276,7361.009,0.8781967,2621.1237
22,-4021.412,8086.824,8183.556,1.315794,2590.8051
22,-4020.712,8085.423,8182.156,1.599142,1711.8348
22,-4321.812,8687.624,8784.356,1.634633,2533.3902
22,-3796.064,7636.127,7732.86,1.54512,2867.64
22,-4079.729,8203.459,8300.191,1.617911,3240.8679
22,-3711.705,7467.41,7564.142,1.075164,3474.288
22,-4162.985,8369.971,8466.703,1.318482,3497.6169
22,-3774.993,7593.985,7690.718,0.8689253,2887.9674
22,-2157.615,4359.23,4455.963,1.377998,3372.6303
22,-4250.904,8545.808,8642.54,1.32938,2955.7806
22,-3836.631,7717.263,7813.995,2.480037,1497.645
22,-4294.718,8633.435,8730.167,1.992863,3237.1212
22,-3427.88,6899.76,6996.492,1.092539,2292.1041
22,-3321.305,6686.61,6783.343,1.697861,3479.8977
22,-3708.236,7460.473,7557.205,1.106034,1927.7979
22,-3637.295,7318.591,7415.323,1.217597,1504.0482
22,-3858.843,7761.687,7858.419,1.032601,2505.6384
22,-3733.409,7510.818,7607.551,1.193636,3581.79
22,-3523.102,7090.204,7186.937,0.9138542,2576.6877
22,-3974.488,7992.977,8089.709,1.453574,3421.7238
22,-4508.833,9061.666,9158.398,1.668408,3319.8177
22,-4277.413,8598.827,8695.559,1.4216,3409.7109
22,-4253.582,8551.165,8647.897,1.865955,3410.2422
22,-4518.936,9081.871,9178.604,1.815173,3404.2944
22,-4001.519,8047.038,8143.77,1.320365,1962.1875
22,-4266.753,8577.506,8674.238,1.356167,4145.6925
22,-3615.674,7275.348,7372.08,0.8585655,2391.126
22,-4091.409,8226.817,8323.55,1.643933,3245.5185
22,-4050.116,8144.232,8240.964,1.103617,3007.3581
22,-3672.295,7388.591,7485.323,1.17321,4015.7379
22,-3664.281,7372.561,7469.294,0.9533815,3315.105
22,-4098.04,8240.08,8336.812,1.326368,3028.065
22,-3946.338,7936.676,8033.408,1.851902,2975.4249
22,-4039.743,8123.486,8220.218,1.921492,3259.5876
22,-3969.884,7983.767,8080.5,1.151158,2938.3305
22,-3804.617,7653.234,7749.967,1.055898,2974.9557
22,-3849.845,7743.69,7840.423,1.111662,4014.5856
