"m","log.like","AIC","BIC","MSPE","CT"
22,-3297.811,6639.621,6736.354,1.684806,25.86
22,-3336.998,6717.997,6814.729,1.775221,20.47
22,-2787.773,5619.547,5716.279,1.278088,20.41
22,-2976.405,5996.811,6093.543,1.557373,18.66
22,-2271.882,4587.764,4684.497,0.8289963,22.68
22,-3080.059,6204.118,6300.85,1.51115,23.66
22,-2966.391,5976.782,6073.514,1.492527,21.09
22,-2969.043,5982.087,6078.819,1.783894,18.83
22,-3417.59,6879.181,6975.913,1.718762,19.9
22,-3462.7,6969.4,7066.132,2.230961,18.69
22,-2868.712,5781.425,5878.157,1.168636,19.58
22,-3145.871,6335.742,6432.475,1.74894,18.19
22,-3441.461,6926.922,7023.654,1.832944,23
22,-3453.247,6950.494,7047.227,2.199218,19.47
22,-2985.115,6014.231,6110.963,1.738869,20.14
22,-3114.964,6273.927,6370.66,1.191288,19.79
22,-2823.222,5690.444,5787.176,1.151768,23.9
22,-2643.792,5331.584,5428.317,1.054307,26.06
22,-3444.621,6933.243,7029.975,1.893106,17.16
22,-2971.479,5986.958,6083.69,0.8640066,19.98
22,-3169.961,6383.922,6480.654,1.277666,18.78
22,-3241.109,6526.218,6622.95,1.616358,17.94
22,-2940.115,5924.229,6020.962,1.375956,21.24
22,-3555.663,7155.325,7252.058,2.313565,17.24
22,-3308.576,6661.151,6757.884,1.731654,20.78
22,-2917.896,5879.792,5976.524,1.404735,25.82
22,-3438.412,6920.825,7017.557,2.259851,19.06
22,-3008.545,6061.089,6157.822,1.204076,19.89
22,-2688.887,5421.775,5518.507,1.490446,22.36
22,-3156.796,6357.593,6454.325,1.457972,21.48
22,-3432.775,6909.55,7006.282,1.532485,20.15
22,-3175.449,6394.898,6491.63,1.500019,21.24
22,-3376.978,6797.956,6894.689,1.896311,19
22,-2873.314,5790.627,5887.36,1.401699,18.05
22,-2828.644,5701.289,5798.021,1.4706,18.7
22,-2625.392,5294.784,5391.517,1.088518,22.45
22,-3448.122,6940.244,7036.977,1.774117,18.72
22,-2342.731,4729.462,4826.194,0.9236621,19.8
22,-3067.794,6179.589,6276.321,1.246413,18.41
22,-3542.117,7128.234,7224.966,1.963775,21.74
22,-3183.711,6411.422,6508.155,1.552616,19.76
22,-2990.512,6025.025,6121.757,1.415334,22.06
22,-2930.298,5904.596,6001.328,1.130374,22.12
22,-3325.246,6694.492,6791.225,1.795168,18.17
22,-3200.038,6444.076,6540.809,1.599324,20.64
22,-3261.789,6567.577,6664.31,1.44266,20.69
22,-3352.74,6749.479,6846.212,2.038262,19.58
22,-3472.023,6988.047,7084.779,1.818152,18.17
22,-3547.148,7138.296,7235.028,2.122589,18.47
22,-2820.835,5685.67,5782.403,1.491181,24.25
22,-3206.233,6456.465,6553.198,1.542621,20.51
22,-2813.52,5671.04,5767.773,1.189298,19.14
22,-2939.752,5923.503,6020.236,1.603193,20.48
22,-3393.424,6830.847,6927.58,1.967455,18.39
22,-3071.207,6186.414,6283.146,1.332583,22.09
22,-2719.678,5483.356,5580.089,1.239541,21.11
22,-2942.718,5929.437,6026.169,1.042001,19.05
22,-3654.156,7352.313,7449.045,2.499043,17.55
22,-3023.72,6091.44,6188.173,1.304644,25.12
22,-3059.506,6163.012,6259.744,1.249419,18.25
22,-3470.008,6984.015,7080.748,2.061841,21.91
22,-2869.861,5783.723,5880.455,1.178945,19.92
22,-3301.35,6646.7,6743.432,1.528982,23.56
22,-3025.041,6094.082,6190.815,1.53638,18.88
22,-3077.236,6198.472,6295.204,1.579882,26.83
22,-3346.088,6736.177,6832.909,1.852754,17.97
22,-2940.459,5924.919,6021.651,1.368657,18.75
22,-3349.82,6743.641,6840.373,1.801213,21.25
22,-3096.669,6237.338,6334.07,1.128714,19.85
22,-3118.733,6281.466,6378.198,1.44647,22.31
22,-3271.251,6586.502,6683.235,1.704812,17.78
22,-3157.765,6359.529,6456.262,1.25532,19.62
22,-2531.52,5107.041,5203.773,1.288948,18.91
22,-3217.19,6478.38,6575.113,1.633278,18.43
22,-3493.207,7030.415,7127.147,1.970997,19.04
22,-2824.568,5693.136,5789.869,1.446567,23.16
22,-3138.043,6320.086,6416.818,1.883335,18.62
22,-3130.066,6304.133,6400.865,1.449602,22.59
22,-3124.246,6292.492,6389.225,1.56827,19.37
22,-3049.411,6142.822,6239.554,1.226344,19.02
22,-3027.715,6099.43,6196.162,1.771986,19.06
22,-3132.146,6308.293,6405.025,1.414436,19.91
22,-3486.018,7016.036,7112.768,1.941623,20.81
22,-2846.416,5736.831,5833.564,1.690218,19.98
22,-2369.088,4782.176,4878.909,0.6671208,23.68
22,-3087.768,6219.535,6316.268,1.563297,21.92
22,-2379.163,4802.326,4899.059,0.7601497,21.58
22,-2882.377,5808.754,5905.486,1.464148,22.33
22,-3324.055,6692.11,6788.842,1.353641,21.53
22,-3095.831,6235.663,6332.395,1.50861,25.58
22,-2716.924,5477.847,5574.58,1.223881,18.78
22,-2769.803,5583.606,5680.338,0.7773122,23.04
22,-3435.328,6914.656,7011.388,1.831937,18.18
22,-3331.571,6707.143,6803.875,1.968854,41.47
22,-3067.974,6179.948,6276.68,1.3474,42.62
22,-3040.128,6124.257,6220.989,2.15943,34.33
22,-2631.706,5307.412,5404.145,0.8167958,34.64
22,-3106.039,6256.078,6352.81,1.373342,28.72
22,-3156.684,6357.368,6454.101,1.60185,36.5
22,-3218.362,6480.725,6577.457,1.731416,38.49
