"m","log.like","AIC","BIC","MSPE","CT"
21,-3455.954,6953.908,7046.243,1.613059,3.8
21,-3470.012,6982.023,7074.359,1.749956,3.68
21,-2973.801,5989.603,6081.938,1.223924,3.75
21,-3071.941,6185.882,6278.217,1.564333,3.76
21,-2437.758,4917.517,5009.852,0.839598,3.78
21,-3231.193,6504.386,6596.721,1.453952,3.75
21,-3134.009,6310.018,6402.354,1.448589,3.75
21,-3144.25,6330.501,6422.836,1.773659,3.81
21,-3581.768,7205.535,7297.871,1.683119,3.61
21,-3646.337,7334.674,7427.009,2.167444,3.84
21,-3017.81,6077.62,6169.956,1.136563,3.75
21,-3306.022,6654.045,6746.38,1.714732,3.67
21,-3597.362,7236.724,7329.059,1.801933,3.68
21,-3635.996,7313.991,7406.327,2.061547,3.58
21,-3179.741,6401.481,6493.817,1.743923,3.74
21,-3288.847,6619.694,6712.029,1.186006,3.47
21,-2996.718,6035.436,6127.772,1.162837,3.56
21,-2820.109,5682.219,5774.554,1.02607,3.72
21,-3586.772,7215.544,7307.88,1.888045,3.52
21,-3099.189,6240.379,6332.714,0.8879295,3.7
21,-3325.742,6693.484,6785.82,1.269771,3.53
21,-3405.295,6852.59,6944.926,1.582353,3.61
21,-3038.735,6119.47,6211.806,1.379489,3.72
21,-3710.369,7462.739,7555.074,2.353866,3.5
21,-3424.91,6891.819,6984.155,1.728958,3.44
21,-3019.742,6081.485,6173.82,1.383674,3.55
21,-3706.828,7455.656,7547.992,2.376732,3.73
21,-3242.808,6527.616,6619.952,1.166989,3.63
21,-2855.259,5752.517,5844.853,1.422287,3.75
21,-3334.043,6710.085,6802.421,1.266238,3.66
21,-3663.354,7368.709,7461.044,1.610823,3.66
21,-3368.28,6778.56,6870.896,1.454122,3.53
21,-3497.922,7037.844,7130.18,1.862648,3.63
21,-3127.752,6297.505,6389.84,1.305508,3.51
21,-2992.146,6026.292,6118.627,1.435899,3.61
21,-2752.898,5547.796,5640.131,1.072212,3.58
21,-3607.102,7256.204,7348.54,1.735765,3.63
21,-2508.548,5059.095,5151.431,0.8780452,3.59
21,-3257.115,6556.23,6648.566,1.297556,3.5
21,-3687.864,7417.728,7510.063,1.939257,3.67
21,-3283.463,6608.926,6701.261,1.563661,3.56
21,-3169.783,6381.566,6473.902,1.369504,3.61
21,-3041.23,6124.46,6216.796,1.137529,3.53
21,-3490.449,7022.898,7115.233,1.791468,3.55
21,-3312.27,6666.539,6758.875,1.560914,3.5
21,-3448.921,6939.842,7032.178,1.442651,3.45
21,-3541.554,7125.108,7217.444,2.077589,3.33
21,-3635.151,7312.301,7404.637,1.757026,3.79
21,-3693.66,7429.319,7521.655,2.067162,3.61
21,-2951.953,5945.906,6038.242,1.466639,3.59
21,-3331.722,6705.443,6797.779,1.525524,3.61
21,-2961.208,5964.416,6056.751,1.205472,3.5
21,-3095.464,6232.928,6325.263,1.630432,3.44
21,-3770.046,7582.093,7674.428,2.159157,3.55
21,-3268.868,6579.736,6672.071,1.331233,3.67
21,-2826.924,5695.847,5788.183,1.196213,3.55
21,-3099.868,6241.735,6334.071,1.023237,3.58
21,-3844.707,7731.415,7823.75,2.506771,3.66
21,-3180.683,6403.367,6495.702,1.30939,3.61
21,-3212.718,6467.436,6559.771,1.190392,3.61
21,-3638.698,7319.395,7411.731,2.08025,3.69
21,-3031.4,6104.799,6197.135,1.160082,3.58
21,-3637.316,7316.632,7408.967,1.51203,3.62
21,-3251.907,6545.813,6638.149,1.513583,3.58
21,-3341.483,6724.965,6817.301,1.544116,3.59
21,-3516.479,7074.957,7167.293,1.812287,3.55
21,-3068.227,6178.454,6270.79,1.369652,3.57
21,-3529.81,7101.62,7193.956,1.806833,3.42
21,-3223.477,6488.955,6581.29,1.114868,3.52
21,-3318.963,6679.926,6772.262,1.41846,3.65
21,-3424.168,6890.335,6982.671,1.661395,3.55
21,-3491.652,7025.305,7117.64,2.074215,3.66
21,-2686.424,5414.848,5507.184,1.282519,3.64
21,-3394.061,6830.121,6922.457,1.675611,3.45
21,-3578.009,7198.018,7290.354,1.958632,3.35
21,-3053.346,6148.692,6241.028,1.413569,3.49
21,-3261.873,6565.747,6658.082,1.804977,3.64
21,-3265.426,6572.852,6665.187,1.451411,3.71
21,-3298.096,6638.192,6730.527,1.52118,3.58
21,-3262.146,6566.293,6658.628,1.176854,3.54
21,-3214.968,6471.936,6564.272,1.792819,3.61
21,-3324.707,6691.415,6783.75,1.426003,3.48
21,-3561.437,7164.873,7257.209,1.899751,3.57
21,-3106.757,6255.514,6347.849,1.681541,3.56
21,-2477.952,4997.905,5090.24,0.6553863,3.78
21,-3263.795,6569.589,6661.925,1.565304,3.64
21,-2578.389,5198.778,5291.113,0.7212521,3.51
21,-3032.616,6107.231,6199.567,1.514037,3.63
21,-3567.129,7176.257,7268.593,1.337167,3.79
21,-3257.939,6557.879,6650.214,1.38999,3.69
21,-2938.47,5918.94,6011.276,1.183217,3.5
21,-2904.33,5850.659,5942.995,0.7575863,3.58
21,-3605.645,7253.291,7345.626,1.782428,3.61
21,-3475.791,6993.582,7085.917,1.955427,5.83
21,-3224.532,6491.064,6583.399,1.31884,5.3
21,-3182.453,6406.906,6499.241,2.178066,5.61
21,-2881.242,5804.483,5896.819,0.7705825,5.66
21,-3250.007,6542.013,6634.349,1.326136,5.28
21,-3328.819,6699.638,6791.973,1.491996,5.46
21,-3362.355,6766.71,6859.045,1.716717,5.67
