"m","log.like","AIC","BIC","MSPE","CT"
21,-5466.389,10974.78,11075.63,1.139882,2.56
21,-6215.193,12472.39,12573.24,1.979049,2.52
21,-5590.511,11223.02,11323.87,1.870183,2.35
21,-6397.623,12837.25,12938.1,1.565961,2.35
21,-5850.349,11742.7,11843.55,1.549727,2.34
21,-5648.288,11338.58,11439.43,1.513719,2.54
21,-5007.58,10057.16,10158.01,1.249163,2.37
21,-5336.867,10715.73,10816.59,1.178596,2.48
21,-5875.855,11793.71,11894.56,1.414748,2.33
21,-5630.164,11302.33,11403.18,1.38391,2.5
21,-5521.547,11085.09,11185.94,1.228425,2.39
21,-5062.282,10166.56,10267.41,1.462624,2.47
21,-4209.958,8461.916,8562.766,0.5604069,2.52
21,-6225.253,12492.51,12593.36,1.838291,2.56
21,-5855.467,11752.93,11853.78,1.620659,2.28
21,-4600.677,9243.353,9344.204,0.7026157,2.43
21,-5200.436,10442.87,10543.72,1.331642,2.36
21,-6108.087,12258.17,12359.02,1.573349,2.45
21,-5934.618,11911.24,12012.09,1.736989,2.56
21,-5793.278,11628.56,11729.41,1.746322,2.49
21,-5721.905,11485.81,11586.66,1.596715,2.34
21,-4357.095,8756.191,8857.041,0.6390981,2.31
21,-5278.716,10599.43,10700.28,1.452387,2.45
21,-5624.562,11291.12,11391.97,1.657054,2.29
21,-5980.31,12002.62,12103.47,1.943597,2.39
21,-5532.333,11106.67,11207.52,1.420314,2.41
21,-5444.799,10931.6,11032.45,1.12742,2.34
21,-5598.377,11238.75,11339.6,1.425286,2.31
21,-5735.058,11512.12,11612.97,1.503383,2.41
21,-4904.283,9850.566,9951.417,0.8752024,2.46
21,-5886.044,11814.09,11914.94,1.400711,2.33
21,-6120.924,12283.85,12384.7,1.827188,2.31
21,-4864.395,9770.791,9871.641,1.205262,2.48
21,-5141.382,10324.76,10425.62,0.9175825,2.23
21,-5817.679,11677.36,11778.21,1.513583,2.47
21,-5980.939,12003.88,12104.73,1.53837,2.34
21,-5214.679,10471.36,10572.21,1.109693,2.28
21,-5130.486,10302.97,10403.82,1.068863,2.57
21,-5544.464,11130.93,11231.78,1.316749,2.57
21,-5763.169,11568.34,11669.19,1.651273,2.35
21,-4209.913,8461.825,8562.675,1.054149,2.38
21,-6005.593,12053.19,12154.04,1.566575,2.4
21,-5765.008,11572.02,11672.87,1.544562,2.45
21,-6138.063,12318.13,12418.98,1.936341,2.53
21,-5387.012,10816.02,10916.88,1.773722,2.55
21,-6565.892,13173.78,13274.63,2.143549,2.35
21,-5648.526,11339.05,11439.9,1.590963,2.32
21,-4964.633,9971.267,10072.12,0.8601484,2.31
21,-5309.916,10661.83,10762.68,1.255533,2.75
21,-5936.277,11914.55,12015.41,1.355525,2.44
21,-5089.109,10220.22,10321.07,1.269428,2.39
21,-5136.059,10314.12,10414.97,1.110546,2.42
21,-5432.697,10907.39,11008.24,1.273773,2.57
21,-5937.489,11916.98,12017.83,1.540585,2.36
21,-4899.139,9840.277,9941.127,1.468989,2.51
21,-5265.382,10572.76,10673.61,1.017121,2.53
21,-4969.873,9981.746,10082.6,0.8495448,2.36
21,-5471.293,10984.59,11085.44,1.365346,2.36
21,-6586.882,13215.76,13316.61,2.183559,2.36
21,-5805.531,11653.06,11753.91,1.51639,2.29
21,-6259.463,12560.93,12661.78,1.91188,2.41
21,-5560.113,11162.23,11263.08,1.228801,2.44
21,-5611.799,11265.6,11366.45,1.218412,2.37
21,-5607.774,11257.55,11358.4,1.439319,2.43
21,-6096.414,12234.83,12335.68,2.055141,2.44
21,-5877.034,11796.07,11896.92,1.540586,2.33
21,-5843.966,11729.93,11830.78,1.557914,2.49
21,-5381.052,10804.1,10904.95,1.277509,2.51
21,-5952.457,11946.91,12047.76,1.745763,2.31
21,-5402.52,10847.04,10947.89,2.181289,2.49
21,-5011.25,10064.5,10165.35,1.132881,2.49
21,-5509.817,11061.63,11162.48,1.459048,2.41
21,-4656.597,9355.194,9456.044,0.948972,2.86
21,-5464.4,10970.8,11071.65,1.532965,2.67
21,-6022.245,12086.49,12187.34,1.902093,2.48
21,-5849.596,11741.19,11842.04,1.413733,2.26
21,-5758.434,11558.87,11659.72,1.583491,2.49
21,-6482.441,13006.88,13107.73,1.982313,2.45
21,-5800.498,11643,11743.85,1.44845,2.21
21,-5403.749,10849.5,10950.35,1.258522,4.22
21,-5420.24,10882.48,10983.33,1.552009,2.33
21,-5755.149,11552.3,11653.15,1.404365,2.2
21,-5578.296,11198.59,11299.44,1.390758,2.36
21,-5345.485,10732.97,10833.82,1.012389,2.27
21,-4895.149,9832.298,9933.149,1.118838,2.45
21,-4132.111,8306.222,8407.072,1.196206,2.27
21,-6012.562,12067.12,12167.97,2.302292,2.22
21,-6173.438,12388.88,12489.73,1.684306,2.18
21,-5591.505,11225.01,11325.86,1.315203,2.28
21,-6064.777,12171.55,12272.41,1.505217,2.16
21,-5367.381,10776.76,10877.61,1.494287,2.22
21,-6047.673,12137.35,12238.2,1.665326,2
21,-4607.615,9257.229,9358.08,0.6699272,2.38
21,-5789.21,11620.42,11721.27,1.853035,2.14
21,-6026.002,12094,12194.85,1.665102,2.16
21,-5660.938,11363.88,11464.73,1.632909,2.19
21,-6145.509,12333.02,12433.87,1.814182,2.21
21,-5981.341,12004.68,12105.53,2.035516,2.35
21,-6087.747,12217.49,12318.34,1.675643,2.25
21,-5707.781,11457.56,11558.41,1.510231,2.25
