"m","log.like","AIC","BIC","MSPE","CT"
19,-3520.435,7078.871,7162.412,1.628871,0.38
19,-3502.551,7043.102,7126.644,1.76476,0.36
19,-3022.819,6083.638,6167.179,1.215928,0.39
19,-3100.576,6239.151,6322.693,1.564326,0.39
19,-2520.581,5079.162,5162.703,0.8252415,0.38
19,-3336.557,6711.114,6794.656,1.465585,0.39
19,-3186.985,6411.969,6495.511,1.460995,0.37
19,-3208.071,6454.143,6537.684,1.811867,0.31
19,-3638.838,7315.675,7399.217,1.687264,0.41
19,-3681.224,7400.449,7483.991,2.174736,0.41
19,-3095.437,6228.874,6312.416,1.154514,0.37
19,-3353.981,6745.961,6829.503,1.757491,0.36
19,-3688.133,7414.267,7497.808,1.817708,0.36
19,-3691.81,7421.62,7505.162,2.089794,0.38
19,-3228.023,6494.047,6577.588,1.753427,0.39
19,-3367.563,6773.126,6856.667,1.213085,0.35
19,-3085.044,6208.088,6291.63,1.162058,0.36
19,-2911.808,5861.616,5945.158,1.03953,0.39
19,-3616.235,7270.469,7354.011,1.861094,0.38
19,-3189.267,6416.534,6500.075,0.8573202,0.35
19,-3383.541,6805.082,6888.624,1.30028,0.41
19,-3444.27,6926.54,7010.081,1.639313,0.34
19,-3101.327,6240.654,6324.196,1.389734,0.34
19,-3730.894,7499.787,7583.329,2.373108,0.37
19,-3493.195,7024.391,7107.932,1.755774,0.33
19,-3117.024,6272.048,6355.589,1.399507,0.37
19,-3747.222,7532.445,7615.986,2.453344,0.37
19,-3309.299,6656.599,6740.14,1.210446,0.33
19,-2922.653,5883.305,5966.847,1.40816,0.34
19,-3293.743,6625.487,6709.028,1.200243,0.36
19,-3684.892,7407.785,7491.326,1.6218,0.37
19,-3428.767,6895.533,6979.075,1.490011,0.38
19,-3568.671,7175.341,7258.883,1.864565,0.36
19,-3206.094,6450.187,6533.729,1.413581,0.38
19,-2974.689,5987.379,6070.92,1.432983,0.36
19,-2853.903,5745.806,5829.348,1.089934,0.37
19,-3665.524,7369.049,7452.591,1.753898,0.38
19,-2614.952,5267.903,5351.445,0.8795665,0.33
19,-3298.772,6635.544,6719.086,1.311788,0.33
19,-3739.418,7516.835,7600.377,1.972653,0.38
19,-3325.882,6689.765,6773.306,1.592483,0.36
19,-3247.397,6532.794,6616.335,1.365198,0.37
19,-3111.473,6260.947,6344.489,1.138124,0.39
19,-3520.06,7078.121,7161.663,1.847263,0.36
19,-3377.145,6792.29,6875.832,1.572375,0.33
19,-3521.579,7081.159,7164.701,1.415939,0.48
19,-3599.157,7236.314,7319.856,2.075908,0.36
19,-3677.242,7392.484,7476.025,1.813208,0.33
19,-3728.141,7494.281,7577.823,2.111562,0.31
19,-3058.511,6155.022,6238.564,1.485385,0.33
19,-3381.796,6801.591,6885.133,1.56753,0.38
19,-3041.599,6121.198,6204.74,1.182178,0.38
19,-3161.2,6360.399,6443.941,1.605614,0.35
19,-3794.351,7626.701,7710.243,2.146953,0.36
19,-3351.076,6740.151,6823.693,1.325149,0.33
19,-2876.733,5791.465,5875.007,1.240206,0.28
19,-3165.958,6369.917,6453.459,1.036291,0.36
19,-3860.166,7758.331,7841.873,2.551349,0.36
19,-3277.275,6592.549,6676.091,1.307327,0.36
19,-3255.192,6548.385,6631.927,1.27817,0.36
19,-3709.377,7456.754,7540.296,2.119092,0.36
19,-3070.804,6179.608,6263.149,1.186571,0.36
19,-3750.241,7538.482,7622.024,1.521415,0.35
19,-3314.325,6666.65,6750.191,1.539522,0.33
19,-3430.936,6899.873,6983.414,1.563586,0.36
19,-3568.841,7175.683,7259.225,1.842047,0.39
19,-3109.081,6256.162,6339.703,1.375753,0.36
19,-3590.48,7218.959,7302.501,1.809263,0.34
19,-3299.659,6637.317,6720.859,1.128829,0.36
19,-3416.342,6870.684,6954.226,1.390155,0.39
19,-3462.795,6963.59,7047.131,1.666879,0.36
19,-3563.376,7164.752,7248.294,1.446326,0.36
19,-2748.292,5534.585,5618.126,1.274921,0.37
19,-3424.092,6886.184,6969.726,1.701693,0.38
19,-3608.061,7254.123,7337.664,1.955511,0.36
19,-3179.381,6396.762,6480.304,1.419221,0.36
19,-3298.921,6635.843,6719.384,1.891547,0.36
19,-3355.193,6748.386,6831.928,1.436358,0.29
19,-3324.256,6686.513,6770.054,1.521442,0.36
19,-3315.297,6668.595,6752.136,1.25009,0.33
19,-3244.23,6526.461,6610.003,1.812671,0.38
19,-3377.013,6792.026,6875.567,1.455216,0.34
19,-3596.274,7230.549,7314.091,1.94349,0.39
19,-3200.402,6438.805,6522.346,1.701295,0.33
19,-2574.509,5187.018,5270.56,0.6569229,0.36
19,-3326.11,6690.22,6773.762,1.564894,0.37
19,-2673.482,5384.963,5468.505,0.7221415,0.36
19,-3114.273,6266.545,6350.087,1.529869,0.35
19,-3655.979,7349.959,7433.5,1.366013,0.36
19,-3353.931,6745.861,6829.403,1.420817,0.36
19,-3011.36,6060.72,6144.262,1.226115,0.35
19,-2999.626,6037.252,6120.793,0.7790293,0.36
19,-3630.452,7298.905,7382.446,1.796271,0.35
19,-3559.229,7156.459,7240.001,1.95159,0.58
19,-3331.955,6701.91,6785.452,1.327686,0.54
19,-3267.248,6572.496,6656.038,2.186918,0.57
19,-2965.051,5968.102,6051.643,0.7910721,0.54
19,-3291.657,6621.315,6704.856,1.326753,0.58
19,-3415,6868.001,6951.542,1.515876,0.61
19,-3435.097,6908.193,6991.735,1.711418,0.36
